,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
979,44-23,In front of the back entrance there were six unarmed men four of whom were wearing uniforms with no insignia ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
980,44-24,Around 11 20 the team arrived in Khartzysk 30 km east of Donetsk ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
981,44-25,The administration building was open with a passable barricade surrounding it ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
982,44-26,The general situation at the scene was calm ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
983,44-27,Also in Maryinka 34 km west of Donetsk and Novohrodivka 56 km northwest of Donetsk the security situation was assessed as calm and stable ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
984,44-28,The team noticed several roadblocks in the area one of which was manned by representatives of the self proclaimed Republic of Donetsk in camouflage clothing ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
985,44-29,The situation has remained calm in Dnepropetrovsk ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
986,44-30,According to the Deputy Head of the Right Sector whom the team met the decision to move the headquarters of the organization to Dnepropetrovsk aimed at facilitating faster and more effective support to the Ukrainian forces in repelling possible attacks by armed opponents of the central government ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
987,44-31,To date around 300 Right Sector activists have moved to Dnepropetrovsk from other regions ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
988,44-32,The general situation remained largely unchanged in Kherson Mykolaiv and the surrounding area ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
989,44-33,In Mykolaiv and in the region the team observed bolstering of the existing checkpoints with additional sandbags and tires ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
990,44-34,Also more police wearing body armour as well as civil defence volunteers were observed in the area ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
991,44-35,In Odessa the situation at both the 7th Kilometre and 2 Stolba checkpoints at the main road junctions west of the city was calm following the explosion incident on 25 April at the 7th Kilometre checkpoint ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
992,44-36, Armed traffic police around the 7th Kilometre checkpoint and police around the 2 Stolba checkpoint appeared to be more active in monitoring traffic around them ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
993,44-37,Several public meetings and gatherings in the city organized by different parties were held without major incidents ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
994,44-38,The overall situation in Chernivtsi Ivano Frankivsk Lviv as well as in Kyiv was calm ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
995,44-39,The Chernivtsi team visited the border post in Porubne where it observed co operation between the border police and the local citizens belonging to the Public Formation volunteer group composed of local residents ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
996,44-40,The Kyiv monitors met with Pavlo Hubariev in Russian Pavel Gubariev self proclaimed Donetsk governor who had been detained in Donetsk on 6 March ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
997,44-41,Hubariev stated that he had obtained sufficient legal assistance ,0,0.4,0.0,0.0,0.0,0.8,1.0,0.8,1.0
998,44-42,However he complained about initial harassment by the staff of the detention facility which had ceased after the public was informed ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
999,44-43,Since 17 April he is on a hunger strike which he intends to continue until the situation in eastern Ukraine changes ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
1000,45-0,Transnistria wants to merge with Russia,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1001,45-1,Mikhail Burla Chairman of the Supreme Council of Transnistria sent a request to merge with Russia to Speaker of the Lower House of the Russian Parliament Sergey Naryshkin Vedomosti reports ,0,0.8,0.0,0.4,0.0,1.0,1.0,1.0,1.0
1002,45-2,The request was made in the light of the recent A Fair Russia bill on the simplification of annexation in Russia ,0,0.4,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1003,45-3,According to the document a country may become a Russian territory via referendum regardless of its government s opinion if there is no efficient legitimate government in the country ,0,1.0,0.5,0.4,0.0,1.0,1.0,1.0,1.0
1004,45-4,The party wihhdrew its bill yesterday ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1005,45-5,Mikhail Burla Chairman of the Supreme Council of Transnistria sent a request to merge with Russia to Speaker of the Lower House of the Russian Parliament Sergey Naryshkin Vedomosti reports ,0,0.8,0.0,0.4,0.0,1.0,1.0,1.0,1.0
1006,45-6,The request was made in the light of the recent A Fair Russia bill on the simplification of annexation in Russia ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1007,45-7,According to the document a country may become a Russian territory via referendum regardless of its government s opinion if there is no efficient legitimate government in the country ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1008,45-8,The party wihhdrew its bill yesterday ,0,0.8,0.0,0.2,0.0,1.0,1.0,1.0,1.0
1009,46-0,Act Now Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,1,1.6,1.5,1.0,0.0,0.8,1.0,1.2,1.0
1010,46-1,The warring parties should adhere to the Minsk agreements to put an end to violence ,0,1.4,1.0,1.0,0.0,0.8,1.0,0.8,1.0
1011,46-2,Russian Convoy Delivers Humanitarian Aid to Crisis Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements Russian Foreign Minister Sergei Lavrov said Thursday ,0,1.4,1.0,1.0,0.0,0.8,1.0,1.2,1.0
1012,46-3, Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements Lavrov said at a meeting of the World Coordination Council of Russian Compatriots ,0,1.4,1.0,1.0,0.0,0.8,1.0,1.2,1.0
1013,46-4,He underscored the importance of complete and consistent implementation of the Minsk measures ,0,1.2,0.0,1.0,0.0,0.8,1.0,1.2,1.0
1014,46-5, The key factor is to establish a direct stable dialogue of the Ukrainian authorities with Donetsk and Lugansk ,1,1.6,1.5,1.0,0.0,0.8,1.0,1.2,1.0
1015,46-6,High Time to Resolve Ukrainian Crisis Kazakh President Lavrov added that the Ukrainian crisis as well as the Western anti Russia campaign including the illegitimate unilateral sanctions has been a test of strength for Russian compatriots abroad ,0,1.4,1.0,1.0,0.0,0.8,1.0,1.2,1.0
1016,46-7,The conflict in Donbass erupted in April 2014 when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power ,0,1.0,0.0,1.0,0.0,0.8,1.0,1.4,1.0
1017,46-8,On February 12 the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities ,0,1.0,0.0,1.0,0.0,0.8,1.0,1.2,1.0
1018,46-9,However clashes continue ,0,0.8,0.0,1.0,0.0,0.8,1.0,0.8,1.0
1019,47-0,Caught in a Zeitnot,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1020,47-1,Vladimir Putin s recent visit to Ukraine to celebrate the anniversary of the christening of Kyiv Rus and Navy Day showed that Russia s President is concerned about the situation in Ukraine ,0,0.6,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1021,47-2,There is little time left before the presidential election and the launch of the Eurasian Union in 2015 as well as the looming prospect of the Association Agreement with the EU in November which adds pressure ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1022,47-3,Some experts in Ukraine assume that Putin s new stance is to reinforce ideological influence and keep Ukraine in the Russian World even if he has to let go of Kyiv in terms of trade and economics ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1023,47-4,His messages in Ukraine are indeed generously flavoured with rhetoric about unbreakable blood and spiritual bonds ,0,0.6,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1024,47-5,He mentioned this at the Russian and Ukrainian Navy parade in Sevastopol which he visited with Viktor Yanukovych referring to the strength of and devotion to the fundamentals of our predecessors who lived worked and protected their common Motherland together for centuries and made it powerful great and undefeated ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1025,47-6,We share common roots culture and religion ,0,0.6,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1026,47-7,Our blood and spiritual bonds are unbreakable ,0,1.2,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1027,47-8,Similar messages were expressed during religious ceremonies ,0,1.2,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1028,47-9,However they are nothing new in the Russian rhetoric of the past few years ,0,1.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1029,47-10,Putin s speech at the Orthodox Slavic Values the Foundation of Ukraine s Civilization Choice Conference organized by Viktor Medvedchuk fueled diverse reactions from observers and experts ,0,0.8,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1030,47-11,Notably Putin only spoke to Yanukovych for 15 minutes giving preference to Medvedchuk the father of his goddaughter ,0,0.0,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1031,47-12,It appears that Putin was forced to stoop so low as Medvedchuk s Ukrainian Choice because there is no other alternative in Ukraine today ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1032,47-13,The failure of various Russian blocks and movements and the collapse of the Church Russian World led by Patriarch Kirill that has been more and more evident of late have left Putin with significantly less space and time to maneuver ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1033,47-14,At the moment he can only rely on the Communists who have zero prospects in Ukraine or the loyal Viktor Medvedchuk a notorious Chief of Staff during the Kuchma presidency and his Ukrainian Choice ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1034,47-15,No matter what Putin is no longer content with Yanukovych as his vassal in the gubernia that should be part of the Eurasian Union since the latter seems to have realized the danger of closer integration with the Kremlin for his estate ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1035,47-16,However Yanukovych s potential loss of power in 2015 is of even greater concern ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1036,47-17,The Family realizes that following the Russian model is its only chance to rapidly build a business empire that is equal to or larger than that of its friend Akhmetov ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1037,47-18,Given the experience of the past three years Yanukovych s Ukraine is open to humanitarian expansion from the East the inevitable russification of Ukraine s cultural and media space and the evolution of Ukraine s socio economic and socio political models in line with the Russian mould ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1038,47-19,But it will not cede its own interests which are completely focused on the rapid expansion of its business empire something that would be an integral part of Ukraine s integration into the Kremlin s neo imperial projects ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1039,47-20,Meanwhile Putin has once again made it clear that he will not be content with just a loyal state even a satellite ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1040,47-21,Instead he seeks to completely eliminate the aftermaths of the biggest geopolitical disaster of the 20 th century the collapse of the USSR and the emergence of an independent Ukraine ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1041,47-22,Only people like Viktor Medvedchuk who is considered to have pushed Kuchma to consent to integration in the Common Economic Space at the end of his presidency in 2003 can liquidate this abnormality which is not even a state as Putin put it in a conversation with George W Bush in Bucharest in 2008 ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1042,47-23,So far though Medvedchuk seems to be too weak to affect 2015 developments in Ukraine let alone seriously contribute to the disruption of the Association Agreement signing in November ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1043,47-24,All this puts Moscow under time pressure ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1044,47-25,Indeed the Association Agreement will not come into effect until ratified by all 28 EU member states and this could take years especially if hampered by the Kremlin s lobby in Europe ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1045,47-26,However the DCFTA as the economic part of the Association Agreement will come into effect immediately after signing and will be able to block Ukraine s integration in the Customs and Eurasian Unions ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1046,47-27,Therefore there is every reason to expect a surprise or two from the Kremlin before the Vilnius Summit in November ,0,0.8,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1047,47-28,Similar things have occurred before when some events in foreign or internal policy threatened the Kremlin s stability ,0,1.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1048,47-29,For instance a scandal similar to the alleged sale of Ukrainian Kolchuga ESM systems to Iraq that ruined Kuchma s relations with the West at the dawn of Putin s political career and his reintegration projects in the FSU ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1049,47-30,Or a new wave of mudslinging against the Ukrainian government this time bigger in terms of media coverage and with a stronger focus on Western politicians in order to ultimately convince the EU of the criminal nature of the Yanukovych regime and that the Association Agreement should not be signed with Ukraine ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1050,47-31,Meanwhile projects like the Ukrainian Choice or media holdings created to spread the word on the Kremlin s orders are apparently created specifically for the 2015 presidential race ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1051,47-32,They are probably supposed to expand the pro Russian electorate in Ukraine stealing it mainly from the former electorate of the Party of Regions and Yanukovych ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1052,47-33,Ukrainian Russian media are now fueling tension by presenting everything negatively from the decisions and actions of the government to social processes trends and developments ,0,0.6,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1053,47-34,It s possible that Putin is counting on a potential political vacuum in a number of southeastern regions that are currently under the total control of pro Russian Regionaires ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1054,47-35,This is a likely scenario if mass protests force Yanukovych to quit as in the 2004 scenario or if he loses the race to any of the pro European opposition leaders ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1055,47-36,Moscow already faced the huge risk of losing its influence over Ukraine for good in 2008 when the Ukrainian government applied for NATO s Membership Action Plan ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1056,47-37,Apparently it is preparing to respond to a similar threat after the 2015 election ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1057,47-38,The risks for Ukraine in this situation are aggravated by the fact that the Yanukovych regime does not view it as a fully fledged sovereign state and ignores national security ,0,0.6,0.0,0.0,0.0,0.8,1.0,1.4,1.0
1058,47-39,This is evident from the choice of appointments to law enforcement authorities and special services where many generals who are openly pro Russian now serve ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1059,47-40,Therefore it will hardly be likely to develop an effective strategy to resist the possible special operations of Ukraine s strategic partner as the Vilnius Summit and the presidential election draw closer ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1060,47-41,Ukraine as a state is only valuable to the Family if it maintains power ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1061,47-42,This is why the regime will not develop any preventive measures for external scenarios that could hurt the country ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1062,47-43, It appears that Yanukovych still believes that the loss of power in 2004 was a coincidence a lack of preparedness for extreme scenarios and the betrayal of Kuchma ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1063,47-44,Therefore he may be confident of his ability to keep everything under control in 2015 ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1064,47-45,For this reason the government is instead developing preventive measures to internal threats by trying to curb protest movements and appointing loyal people to offices which have a direct influence on the outcome of the presidential election ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1065,47-46,Meanwhile it is turning a blind eye to external threats ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1066,47-47,It looks like Putin and pro Russian forces in Ukraine including those inside the Party of Regions are preparing to use Yanukovych s limitations and shortsightedness for their own benefit ,0,0.6,0.0,0.0,0.0,1.4,1.0,0.8,1.0
1067,48-0,Most Ukrainians Dissatisfied With Performance of Yatsenyuk Poroshenko,0,0.4,0.0,0.8,0.0,0.8,1.0,0.8,1.0
1068,48-1,More than a half of Ukrainian citizens are dissatisfied with the performance of Ukrainian President Petro Poroshenko and Prime Minister Arseniy Yatsenyuk an opinion poll by the Kiev International Institute of Sociology KIIS revealed Monday ,0,0.4,0.0,0.2,0.0,0.8,1.0,0.8,1.0
1069,48-2,KIEV Sputnik According to the KIIS 55 4 percent of Ukrainians are not happy with the performance of the president while the performance of the Prime Minister was down voted by 66 7 percent of Ukrainians ,0,0.4,0.0,0.2,0.0,0.8,1.0,0.8,1.0
1070,48-3,The survey also revealed that Poroshenko would gain only 26 9 percent of votes in the presidential elections if they were held in July 2015 while Arseniy Yatsenyuk would get only 2 4 percent ,0,0.4,0.0,0.2,0.0,0.8,1.0,0.8,1.0
1071,48-4,Poroshenko won the presidential elections in Ukraine in May 2014 with the support of 54 7 percent of voters ,0,0.2,0.0,0.2,0.0,0.8,1.0,0.8,1.0
1072,49-0,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,0,0.2,0.0,0.6,0.0,0.6,1.0,0.6,1.0
1073,49-1,Three pro federalization supporters from eastern Ukraine s Luhansk who had laid down their arms have been absolved of criminal responsibility Andriy Senchenko acting Deputy Head of the Ukrainian Presidential Administration said Wednesday ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1074,49-2,KIEV May 14 RIA Novosti Three pro federalization supporters from eastern Ukraine s Luhansk who had laid down their arms have been absolved of criminal responsibility Andriy Senchenko acting Deputy Head of the Ukrainian Presidential Administration said Wednesday ,0,0.2,0.0,0.6,0.0,0.6,1.0,0.6,1.0
1075,49-3, So to speak we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms ,0,1.0,0.0,0.6,0.0,0.6,1.0,0.6,1.0
1076,49-4,And prosecutors found the way to exempt them from criminal liability Senchenko told reporters ,0,0.2,0.0,0.6,0.0,0.6,1.0,0.6,1.0
1077,49-5,The interim Ukraine authorities are prepared to grant individual amnesty to every protester provided that they were not involved in the perpetration of serious crimes he said ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1078,49-6,The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1079,49-7,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1080,49-8,The law has yet to be reviewed by parliament ,1,1.4,1.5,0.6,0.0,0.6,1.0,0.6,1.0
1081,49-9,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1082,49-10,The decision was immediately declared illegal by the US and EU ,1,1.4,1.5,0.6,0.0,0.6,1.0,0.6,1.0
1083,49-11,The Kremlin said in a statement Monday it respected the will of the people in Ukraine s southeast and urged the regime in Kiev to do the same ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1084,49-12,The Kremlin said it condemned the use of force including military hardware against peaceful citizens which led to deaths during the referendums ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1085,50-0,Ukraine rebels withdraw from Donetsk outskirts,0,0.4,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
1086,50-1,Pro Russian separatists Wednesday exited three towns on the outskirts of the eastern city of Donetsk and areas surrounding the airport ,0,0.4,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
1087,51-0,Luhansk people s governor orders referendum May 11,0,0.0,0.0,0.4,0.0,0.8,1.0,0.8,1.0
1088,51-1,At a referendum people will be asked to say whether they support state autonomy for the Luhansk People s Republic,0,0.2,0.0,0.4,0.0,0.8,1.0,0.8,1.0
1089,52-0,Deep rifts emerge in ranks of Ukraine s pro Russia insurgents as support from Moscow evaporates,0,0.6,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1090,52-1,DONETSK Ukraine Deep strains emerged Thursday in the ranks of Ukraine s pro Moscow insurgents as dozens turned in their weapons in disgust at Russian inaction and bickering broke out between rebel factions ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1091,52-2,In the past two weeks Ukrainian government troops have halved the amount of territory held by the rebels and have grown better equipped and more confident by the day ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1092,52-3,Once fearful of losing further pieces of Ukraine to Russia they have shifted their strategy to containing the insurgents whose pleas to join Russia have been ignored by President Vladimir Putin ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1093,52-4,Pushed back into Ukraine s eastern industrial city of Donetsk the pro Russia militias appear to be focusing their efforts now on hit and run operations bombing transportation links and bracing for more assaults from government forces ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1094,52-5,Signs of a rift within the rebellion became evident Thursday when the head of the influential Vostok battalion announced he would not submit to the authority of the military leader of the separatist Donetsk People s Republic Igor Girkin ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1095,52-6,Girkin a Russian better known by his assumed name Strelkov has attained hero status among supporters of the insurgency ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1096,52-7,Ukrainian authorities have identified him as a former Russian military intelligence agent active in taking over Crimea before Russia annexed it in March ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1097,52-8,Yet he has also been criticized by some for leading the rebel withdrawal last weekend from the eastern city of Slovyansk 110 kilometres north of Donetsk reportedly to protect civilian lives ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1098,52-9, There cannot be a single leader giving orders he declared ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1099,52-10, Because if Strelkov suddenly decides what he wants is in the interests of protecting the lives of Donetsk citizens and the lives of militiamen to abandon Donetsk then we will not follow his orders ,0,0.0,0.0,0.2,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1100,52-11,Khodakovsky was speaking in Makiivka a town just outside Donetsk where his men relocated after a reported falling out with Strelkov ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1101,52-12,The ill will also appears to stem from a feeling among the rebels that Russia has done too little to help them ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1102,52-13, Strelkov is a military officer of non local domicile while we are locals and will not therefore allow the people of Donetsk to remain without our support and protection Khodakovsky said ,0,0.0,0.0,0.6,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1103,52-14,Strelkov could go back to Russia whenever he wanted he noted ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1104,52-15,Ukraine says Moscow is arming and supporting the rebels charges it has denied ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1105,52-16,In another sign of deteriorating morale among the rebels several dozen militia fighters garrisoned in a university dorm in Donetsk abandoned their weapons and fatigues in their rooms Thursday ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1106,52-17,Oleg who declined to give his surname for fear of being punished for desertion said he had served in the militia for a month and planned to go home to Makiivka ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1107,52-18,Strelkov has admitted substantial difficulties enlisting the support of the locals in eastern Ukraine ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1108,52-19, In truth the number of volunteers for the several million strong population of Donbass for a mining region where people are used to dangerous and difficult work has been somewhat low he told a rebel run TV station this week ,0,0.0,0.0,0.2,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1109,52-20, It is very difficult to protect this territory with the forces at our disposal ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1110,52-21,At a news conference the prime minister of the Donetsk People s Republic dismissed talk of infighting ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1111,52-22, These are lies and disinformation ,0,0.6,0.0,0.6,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1112,52-23,There are no disagreements ,0,0.6,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1113,52-24,We are now organizing our joint work Alexander Boroday said ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1114,52-25,He said 70 000 Donetsk residents have been evacuated from the city and more will follow ,0,0.0,0.0,0.2,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1115,52-26,He did not elaborate ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1116,52-27, Our aim was not to capture the airport ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1117,52-28,The enemy sustained serious casualties Strelkov said ,0,0.0,0.0,0.2,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1118,52-29,His claim could not be independently verified ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1119,52-30,Rebels regularly conduct lightning attacks on checkpoints and earlier this week they blew up three bridges leading into Donetsk to hinder the movement of Ukrainian troops ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1120,52-31,While waging what increasingly resembles guerrilla warfare Strelkov has said he wants to transform the rebels into a regular standing army with a unified command ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1121,52-32,The rebel leadership also said this week it will pay its soldiers monthly salaries of 500 to 700 ,0,0.0,0.0,0.6,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1122,52-33,The plans to create a professional army also reflect the inability to recruit more volunteers ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1123,52-34, I know many of them from school ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1124,52-35,I support them but I am not going to fight said 39 year laborer Artyom Yermolyuk ,0,0.0,0.0,0.2,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1125,52-36, What awaits them when this is all over and the Ukrainian authorities are here ,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0
1126,53-0,Ukraine crisis Putin adviser accuses US of meddling,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1127,53-1,A senior adviser to Russian President Vladimir Putin accuses the US of meddling in Ukraine in breach of a 1994 agreement over non intervention ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1128,53-2,A senior adviser to Russian President Vladimir Putin has accused the US of meddling in Ukraine in breach of a 1994 agreement over non intervention ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1129,53-3,Sergei Glazyev said the US was spending 20m 12 3m 14 8m euros a week on Ukrainian opposition groups supplying rebels with arms among other things ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1130,53-4,Accusing the US of ignoring the Memorandum on Security Assurances he suggested Moscow could also intervene ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1131,53-5,The American embassy in Kiev declined to comment on his accusations ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1132,53-6,Ukraine unrest Timeline,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1133,53-7,21 November 2013 Ukraine announces it will not sign a deal aimed at strengthening ties with the EU sparking protests,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
