,id,text,label,category
493,26-9, Trump added that ratings had dropped partly because fans preferred to watch him and encouraging anyone who witnesses the free expression of political thought should flee to a preferred safe space and boycott the NFL altogether ,1,1.4
494,26-10, I guarantee things will stop he said ,1,0.8
495,26-11, Just pick up and leave ,1,0.6000000000000001
496,26-12, Pick up and leave ,1,0.8
497,26-13, Not the same game anymore anyway ,1,0.8
498,26-14, Trump s anti NFL comments in Huntsville were just the beginning ,1,1.6
499,26-15, On Saturday morning shortly following a Fox Friends segment on the Golden State Warriors star Stephen Curry ,1,1.0
500,26-16, Specifically Trump did not fancy Curry s announcement that he had no desire to be feted by the White House and so Trump tweeted that he never wanted Curry and the rest of those mean ol world champion Golden State Warriors to come to his party any,1,1.0
501,26-17, Granted as LeBron James helpfully pointed out Curry wasn t hesitating ,1,0.8
502,26-18, He said outright that he had no intention of serving as Trump s grinning prop ,1,1.0
503,26-19, Also the insult bum has been dragged back into the lexicon which is nice given that it will probably irk Trump as much as any other accurate label ,1,1.6
504,27-0, Addressing an exuberant crowd in an arena Friday evening President Trump roiled the world of sports at an event which originally had nothing to do with sports ,1,1.2000000000000002
505,27-1, The rally meant to gin up support for Sen Luther Strange who on Tuesday faces an uphill battle in a GOP runoff contest took a hard turn to politics when Trump exhorted NFL team owners to fire players who kneel during the national anthem ,1,1.2000000000000002
506,27-2, Wouldn t you love to see one of these NFL owners when somebody disrespects our flag to say Get that son of a bitch off the field right now ,1,1.2000000000000002
507,27-3, He is fired ,1,0.8
508,27-4, He s fired Trump declared ,0,0.3999999999999999
509,27-5, Hours later Trump was back on offense tweeting about NBA star Stephen Curry who a day prior told reporters that he really didn t want to go to the White House if his championship winning team the Golden State Warriors attended a customary White H,1,1.4
510,27-6, Going to the White House is considered a great honor for a championship team Trump declared in a tweet Saturday morning ,1,1.0
511,27-7, Stephen Curry is hesitating therefore invitation is withdrawn ,1,1.0
512,27-8, The backlash has been fierce and widespread including retorts from an array of players politicians and civil rights groups ,1,1.4
513,27-9, NFL Commissioner Roger Goodell rebuked Trump over what he panned as divisive comments while celebrating some players recent efforts to raise a significant amount of money for people impacted by hurricanes that have wracked the Southeast U S ,1,1.0
514,27-10, Trump has since fired back at Goodell tweeting that the commissioner was tring to justify the total disrespect certain players show to our country players Trump noted who have the privilege to make millions of dollars ,1,1.0
515,27-11, Tell them to stand ,1,1.0
516,27-12, Trump demanded ,1,1.2000000000000002
517,27-13, The NFL Players Association declared that it will never back down in supporting players rights ,1,0.8
518,27-14, Whether or not Roger and the owners will speak for themselves about their views on player rights and their commitment to player safety remains to be seen NFLPA executive director DeMaurice Smith said in a statement posted to Twitter Saturday morn,0,0.3999999999999999
519,27-15, This union however will never back down when it comes to protecting the constitutional rights of our players as citizens as well as their safety as men who compete in a game that exposes them to great risks ,1,0.8
520,27-16, While a number of players also slammed the president for his attack on the NFL including Redskins linebacker Zach Brown who tweeted at Trump to stay in your place the Trump faithful rallied to his cause ,1,1.0
521,27-17, For example Fox News Sean Hannity tweeted Saturday of the coming demise for the NFL if it and its players keep dabbling in politics ,1,1.4
522,27-18, If and players choose to continue to make political statements their right I predict fans who disagree will flee their right also he said ,1,1.2000000000000002
523,27-19, Former San Francisco 49ers quarterback Colin Kaepernick sparked the kneeling controversy last season when he took a knee during the national anthem to protest the treatment of African Americans and other minorities in the U S ,1,1.0
524,28-0, A pro football season already rankled by lower than usual ratings took a sharp political turn this weekend as President Donald Trump took aim at NFL players ,1,0.8
525,28-1, Some of the league s stars including the still unemployed quarterback Colin Kaepernick have knelt during the ceremony raised their fists or turned their backs to the U S flag in a bid to raise awareness to injustice including the mistreatment ,1,1.2000000000000002
526,28-2, Trump however unexpectedly slammed those players during a speech last night in Alabama at one point saying of protesters Get that son of a bitch off the field ,1,0.8
527,28-3, Without mentioning any particular names Trump continued the attack on Saturday tweeting that protesting players should not have jobs in the NFL at all ,1,1.4
528,28-4, Trump s broadside quickly drew condemnation NFL Commissioner Roger Goodell did not mention the president by name but did say Trump s comments demonstrate an unfortunate lack of respect for the NFL our great game and all of our players ,1,1.2000000000000002
529,28-5, Nevertheless the new public spat could create new headaches for the league a day before football Sunday no less at a time when it s already grappling with lower than ever ratings ,1,1.0
530,28-6, Trump s tweets targeting the NFL mark only his latest attacks against athletes who have criticized his presidency ,1,1.4
531,28-7, Earlier Golden State Warriors star Stephen Curry said he he would not attend a ceremony at the White House honoring his team s NBA championship win a move that led Trump to tweet that the invitation is withdrawn ,1,1.2000000000000002
532,28-8, Entering week three of the season some of the drop off in interest is beyond the NFL s control such as low viewership in football hubs like Texas and Florida the sites of major devastation after two record hurricanes ,1,0.8
533,28-9, But the league has plenty of other audience affecting problems on its plate from its players continued run ins with the law for alleged domestic violence to mounting evidence about the game s grave risks to players own health ,1,0.8
534,29-0, President Trump reprised his The Apprentice catchphrase Saturday afternoon calling for athletes who disrespect the American flag and national anthem to be fired ,1,1.0
535,29-1, If a player wants the privilege of making millions of dollars in the NFL or other leagues he or she should not be allowed to disrespect our Great American Flag or Country and should stand for the National Anthem Trump said in a pair of tweets ,0,0.3999999999999999
536,29-2, If not YOU RE FIRED ,0,0.19999999999999996
537,29-3, Find something else to do ,1,0.8
538,29-4, The tweets come one day after Trump during a rally in Alabama in support of Sen Luther Strange urged NFL team owners to get rid of players who kneel during the national anthem ,1,1.0
539,29-5, Wouldn t you love to see one of these NFL owners when somebody disrespects our flag to say Get that son of a bitch off the field right now ,1,1.4
540,29-6, He is fired ,1,1.7999999999999998
541,29-7, He s fired Trump said ,0,0.3999999999999999
542,29-8, Though he didn t mention anyone by name Friday Trump was referring to a recent flurry of protests to the national anthem in professional sports ,1,0.6000000000000001
543,29-9, When quarterback Colin Kaepernick took a knee during the national anthem in Sept 2016 in protest of wrongdoings against minorities that action brought large amounts of criticism to the player but also inspired a movement of players to follow suit ,1,1.2000000000000002
544,29-10, Trump has faced widespread condemnation for his remarks including from NFL players the NFL players union and NFL Commissioner Roger Goodell ,1,0.6000000000000001
545,29-11, The president also criticized another sports star on Saturday the NBA s Stephen Curry and rescinded an invitation to come to the White House after Curry said he didn t want to go ,1,1.2000000000000002
546,29-12, That too has earned a broad array of backlash including from Lebron James ,1,1.0
547,30-0, Dallas Cowboys head coach Jason Garrett at the podium during his press conference a day after the Cowboys released Dallas Cowboys wide receiver Lucky Whitehead 13 at training camp in Oxnard California on Tuesday July 25 2017 ,1,0.6000000000000001
548,30-1, Vernon Bryant The Dallas Morning News ,0,0.3999999999999999
549,30-2, FRISCO Jason Garrett doesn t expect Cowboys players to protest the national anthem Monday night after hearing President Trump s recent criticism of those who have protested before NFL games ,1,0.8
550,30-3, The Cowboys coach had very little to say when asked during a Saturday news conference about Trump s comments Friday night ,1,1.0
551,30-4, Garrett replied I don t when asked if there s a need to address Trump s words with the team ,0,0.19999999999999996
552,30-5, We have an approach that we believe in Garrett said ,0,0.3999999999999999
553,30-6, I have no real comment beyond that ,1,0.8
554,30-7, Does Garrett not have an opinion on what Trump said ,1,0.8
555,30-8, I just don t think it s in anyone s best interest for me to comment on that he responded ,1,0.8
556,30-9, During a rally in Alabama Trump encouraged fans to boycott games in which they see players protesting ,1,1.0
557,30-10, Wouldn t you love to see one of these NFL owners when somebody disrespects our flag to say Get that son of a bitch off the field right now out he s fired ,1,1.4
558,30-11, He s fired Trump said ,1,1.2000000000000002
559,30-12, You know some owner is going to do that ,1,1.2000000000000002
560,30-13, He s going to say That guy that disrespects our flag he s fired ,1,1.4
561,30-14, And that owner they don t know it they re friends of mine many of them but they ll be the most popular person in this country ,1,1.4
562,30-15, Cowboys linebackers Sean Lee and Jaylon Smith were asked Saturday for their thoughts on hearing those words from the President ,1,1.4
563,30-16, I don t agree with his comments Smith said ,1,1.2000000000000002
564,30-17, But I love my team ,1,1.2000000000000002
565,30-18, Really no other comment than that ,1,1.0
566,30-19, I don t agree with it ,1,1.0
567,31-0, On Saturday evening Trump sent out a tweet urging the commissioner to tell them to stand ,1,1.2000000000000002
568,31-1, Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country Trump tweeted on September 23 ,1,0.8
569,31-2, Tell them to stand ,1,1.2000000000000002
570,31-3, he added ,0,0.19999999999999996
571,31-4, Trump s early evening tweet came several hours after a statement by the NFL chief who called the president divisive and said he failed to understand the overwhelming force for good the NFL offers the country ,1,0.6000000000000001
572,31-5, The NFL commish also touted his league as fostering unity despite the disunity that the protests he has allowed has caused the nation ,1,1.7999999999999998
573,31-6, On Saturday morning Goodell said The NFL and our players are at our best when we help create a sense of unity in our country and our culture ,1,0.6000000000000001
574,31-7, There is no better example than the amazing response from our clubs and players to the terrible natural disasters we ve experienced over the last month ,1,1.2000000000000002
575,31-8, Divisive comments like these demonstrate an unfortunate lack of respect for the NFL our great game and all of our players and a failure to understand the overwhelming force for good our clubs and players represent in our communities ,1,1.6
576,31-9, Goodell s statement came the morning after Trump s broadside against the NFL delivered during a Friday evening rally in Huntsville Alabama for Republican Senate candidate Luther Strange ,1,1.4
577,31-10, During the September 22 rally Trump called players who protest during the playing of the national anthem sons of b ches and said he hoped NFL owners would fire them ,1,1.2000000000000002
578,32-0, President Trump ratcheted up his war of words with the NFL Saturday insisting again that the league should boot players who refuse to stand during the national anthem ,1,1.0
579,32-1, If a player wants the privilege of making millions of dollars in the NFL or other leagues he or she should not be allowed to disrespect our Great American Flag or Country and should stand for the National Anthem ,1,0.8
580,32-2, If not YOU RE FIRED ,0,0.3999999999999999
581,32-3, Find something else to do ,1,1.0
582,32-4, The salvo comes after the NFL and its players union on Saturday slammed Trump for suggesting that owners fire players who kneel during the national anthem and that fans consider walking out in protest when somebody disrespects our flag ,1,1.0
583,32-5, Divisive comments like these demonstrate an unfortunate lack of respect for the NFL our great game and all of our players the league commissioner Roger Goodell said in a statement ,1,1.2000000000000002
584,32-6, DeMaurice Smith executive director of the NFL Players Association tweeted We will never back down ,1,1.2000000000000002
585,32-7, We no longer can afford to stick to sports ,1,0.8
586,32-8, Trump on Friday said at a Alabama rally that he s hoping team owners take a hard line stance against players who take a knee during The Star Spangled Banner ,1,0.8
587,33-0, President Donald Trump has made something of a hobby out of attacking private citizens Colin Kaepernick among them ,1,1.4
588,33-1, During a rally held in Alabama last night he referred to Kaepernick among others though not by name saying that NFL owners should when faced with a player kneeling during the national anthem get that son of a bitch off the field ,1,1.4
589,33-2, This demonstrated an already evident dearth of intellect and a possible lack of understanding that Kaepernick is off the field due mainly if not entirely to his silent protests against police brutality ,1,1.2000000000000002
590,33-3, Kaepernick s mom Teresa who has never shied away from expressing her beliefs on Twitter especially when it comes to her kids responded in the most appropriate way possible ,1,0.8
591,33-4, I called Teresa today to ask her how it feels to have the president of the United States trashing her son and his right to protest over and over again ,1,1.4
592,33-5, She made clear that she speaks only for herself and never for Colin but here is a conversation with Teresa which has been lightly edited for clarity ,1,0.8
593,33-6, Deadspin Has it stopped being interesting this year though ,1,0.6000000000000001
594,33-7, Teresa Uh no ,0,0.3999999999999999
595,33-8, It hasn t ,0,0.3999999999999999
596,33-9, You know I always say to my husband we don t get too upset over most of this stuff anymore ,0,0.19999999999999996
597,33-10, He and I will look at each other and say We do lead an interesting life I guess ,0,0.19999999999999996
598,33-11, I mean how else are you gonna look at it ,1,1.0
599,33-12, I can t be losing sleep over this kind of stuff ,1,0.8
600,33-13, It s disappointing that Trump is the president and talks the way he talks though ,1,1.2000000000000002
601,33-14, It s just incredibly disappointing ,1,0.6000000000000001
602,33-15, Rick and I had never been real political people but prior to when all of the campaigning was going on I mean it didn t take more than a minute to realize we didn t want Donald Trump in the presidency ,1,1.6
603,33-16, The guy is not all there and I can t tell you how shocked we were when he won but we have been pretty vocal about it since long before Colin took a knee ,1,1.0
604,33-17, So we have some pretty strong feelings about that part of things ,0,0.3999999999999999
605,33-18, To see this man that you have no respect for basically because of all that he s done in this presidency so far slandering my kid publicly ,1,1.4
606,33-19, This is the third time from the podium always at his rallies never at a regular press conferences where someone questioned him ,1,1.2000000000000002
607,34-0, At an Alabama rally Friday night President Trump lashed out at familiar targets including Hilary Clinton and the media but also singled out a new opponent NFL players who have held protests during the national anthem ,1,1.2000000000000002
608,34-1, Trump told the Republican rally that such actions disrespect our heritage ,1,0.6000000000000001
609,34-2, Wouldn t you love to see one of these NFL owners when somebody disrespects our flag to say Get that son of a bitch off the field right now out he s fired ,1,1.2000000000000002
610,34-3, He s fired Trump said ,1,0.6000000000000001
611,34-4, Keep up with this story and more by subscribing now,1,1.0
612,34-5, You know some owner is going to do that ,1,1.0
613,34-6, He s going to say That guy that disrespects our flag he s fired ,1,1.4
614,34-7, And that owner they don t know it but they ll be the most popular person in this country ,1,1.0
615,34-8, He went on to encourage spectators to boycott games where national anthem protests take place ,1,0.8
616,34-9, But do you know what s hurting the game more than that ,1,0.6000000000000001
617,34-10, he said ,0,0.19999999999999996
618,34-11, When people like yourselves turn on television and you see those people taking the knee when they re playing our great national anthem ,1,1.7999999999999998
619,34-12, The only thing you could do better is if you see it even if it s one player leave the stadium ,1,1.4
620,34-13, I guarantee things will stop ,1,1.6
621,34-14, Things will stop ,1,0.8
622,34-15, Just pick up and leave ,1,1.0
623,34-16, Pick up and leave ,1,1.6
624,34-17, Not the same game anymore anyway ,1,0.6000000000000001
625,34-18, Trump s rant did not go unnoticed by the mother of Colin Kaepernick ,1,1.2000000000000002
626,34-19, Responding to the president s rant Teresa Kaepernick tweeted Guess that makes me a proud bitch ,1,1.6
627,35-0, Tillerson Makes A N Korea Overture But It Highlights His Credibility Problem,1,1.2000000000000002
628,35-1, Secretary of State Rex Tillerson is ready to talk about talking to North Korea ,1,0.8
629,35-2, We re ready to talk anytime North Korea would like to talk ,1,1.0
630,35-3, And we re ready to have the first meeting without precondition he said in remarks Tuesday at the Atlantic Council a think tank in Washington D C ,1,1.0
631,35-4, It sounds like a chance for a diplomatic resolution to the dangerous nuclear crisis with North Korea which has gotten tenser in recent months after North Korea s sixth nuclear test and two successful launches of intercontinental ballistic missiles ,1,1.0
632,35-5, Throughout 2017 incendiary threats and name calling have flown from the U S and Pyongyang the North Korean capital and the U S policy of maximum pressure has led to increasing sanctions to starve North Korea of resources ,1,1.2000000000000002
633,35-6, Now the secretary of state is saying the U S wants to sit down with North Korean leaders ,1,1.0
634,35-7, We can talk about the weather if you want Tillerson said in his overture to North Korea ,1,1.4
635,35-8, We can talk about whether it s going to be a square table or a round table if that s what you re excited about ,1,1.4
636,35-9, But can we at least sit down and see each other face to face ,1,1.0
637,35-10, And then we can begin to lay out a map a road map of what we might be willing to work towards ,1,0.6000000000000001
638,35-11, I don t think it s not realistic to say we re only going to talk if you come to the table ready to give up your program ,1,1.0
639,35-12, Some North Korea security watchers like Van Jackson are skeptical ,1,1.0
640,35-13, I just sort of rolled my eyes said Jackson a former Asia specialist for the Defense Department who is now at New Zealand s Victoria University of Wellington ,1,1.2000000000000002
641,35-14, He says this is just posturing from Tillerson because the U S can t effectively say it wants to talk when its goal is complete verifiable denuclearization by North Korea ,1,0.6000000000000001
642,35-15, For Pyongyang giving up its nuclear program is a non starter ,1,0.8
643,35-16, We know that North Korea is not going to go there ,1,1.0
644,35-17, So if you want to actually negotiate something you can t have an unrealistic goal Jackson says ,1,0.8
645,35-18, In Seoul James Kim of the policy think tank the Asan Institute says the significance of this depends on North Korea s response to Tillerson ,1,1.0
646,35-19, It really depends whether North Korea stops testing and comes to the bargaining table to talk or they continue to test and show they re not going to engage in any talks at this time Kim says ,1,1.4
647,36-0, Ten months after taking office and seven months after beginning a redesign of the department that critics say has hollowed it out Secretary of State Rex Tillerson is making a push to be more transparent and open and boost sagging morale starting,1,1.0
648,36-1, The push described by a senior State Department official comes as questions about his future continue to haunt Tillerson after a White House plot to oust him was leaked to the press two weeks ago ,1,1.6
649,36-2, But Tillerson doubled down on his plans to revamp the nation s foreign service agency and pushed back on continued reports that it was being dismantled ,1,1.0
650,36-3, In particular after a monthslong multimillion dollar process that included 35 000 State Department and USAID employees taking an online survey 300 in person interviews and employee led teams narrowing those ideas down with the help of two outside c,1,1.0
651,36-4, Some of the ideas got applause from those in attendance in Washington such as an end to the hiring freeze for employees spouses at posts around the world ,1,1.0
652,36-5, But that freeze was implemented by Tillerson and a broader one remains in place for department employees ,1,1.2000000000000002
653,36-6, It s been the cause of much frustration for missions and diplomats although the State Department counters that Tillerson has signed 2 400 exemptions and denied only one to two dozen ,1,1.4
654,36-7, Tillerson also got applause for announcing a streamlining of the security clearance process which was frustrating for me he said to laughs and for changes to personnel policy that allow employees on medical or maternity leave to telecommute inst,1,1.4
655,36-8, But after months of planning that was seen as secretive by Capitol Hill and cuts to staffing through attrition resignations retirements and buy outs critics called it a small pot to show for his efforts ,1,1.0
656,36-9, These are drops in a bucket compared to the magnitude of issues facing this department Sen Ben Cardin D Md the ranking member of the Senate Foreign Relations Committee said in a statement ,1,0.8
657,36-10, These problems have been needlessly inflicted by this administration ,1,1.0
658,36-11, It will take a lot of hard work to help State and USAID recover from the damage the freeze and rudderless redesign have done ,1,1.6
659,36-12, Tillerson referred to some bigger changes coming down the line including upgrading and integrating the IT and HR systems streamlining the process for policy to be created and raised to his attention and eliminating duplicative systems and processe,1,1.4
660,36-13, He said that there will be no embassy or consulate closures but that there will be a re evaluation of how many people are needed at various posts citing London Paris and Rome as missions that will likely be cut back ,1,1.2000000000000002
661,36-14, These new projects are two or three years in the future he said implying that he was sticking around to see them through ,1,1.2000000000000002
662,36-15, In the face of the reports that he was being ousted Tillerson was at his most passionate talking about organizational performance saying finding ways to increase it has been one of the things I ve gotten the greatest satisfaction from in his car,1,0.8
663,36-16, The actual task at hand of dealing with North Korea ,1,1.2000000000000002
664,36-17, I don t enjoy that he told the room of employees and those watching at posts around the world ,1,1.2000000000000002
665,36-18, But I enjoy working with Susan Thornton on it referring to the acting assistant secretary of state for East Asian and Pacific affairs as an example of a colleague he s gotten to know ,1,1.4
666,36-19, Unleashing the talent of the department s personnel seemed to be his top priority ,1,1.4
667,37-0, The reticent Secretary of State spoke at great length on Tuesday first in a town hall meeting with State Department staff and then in a policy speech at the Atlantic Council ,1,0.6000000000000001
668,37-1, The headlines are that he s trying to find a way just to get in the same room around the same table as the North Koreans that he s announced the first steps of his controversial department redesign quick wins he called them and that he plans,1,0.8
669,37-2, Oh and he s more comfortable with cowboy culture than Washington politicos ,1,1.0
670,37-3, The North Korea line came up in a question and answer session after two scripted speeches on the same topic and the White House was quick to say it wasn t a policy shift ,1,1.0
671,37-4, But it sounded like a softening ,0,0.3999999999999999
672,37-5, Tillerson said Washington was ready to talk without preconditions whenever Pyongyang was ready and that first chat could be about anything even the weather ,1,0.8
673,37-6, In the past he s been vague about preconditions but suggested the North Koreans would have to at least demonstrate a willingness to consider giving up their nuclear arsenal ,1,0.8
674,37-7, So his readiness for talks of any kind at least initially is interesting ,1,1.0
675,37-8, And this coincides with a very senior UN visit to Pyongyang by the Undersecretary General Jeffrey Feltman ,1,1.0
676,37-9, He urged North Korean officials to consider talks about talks in what he described as the most important mission he has ever taken ,1,0.6000000000000001
677,37-10, President Trump has taken a much tougher line in his public statements famously tweeting that Tillerson was wasting his time trying to negotiate with Little Rocket Man his derogatory nickname for Kim Jong Un ,1,1.4
678,37-11, But in practice he s gone along with Tillerson s diplomatic strategy for now ,1,0.8
679,37-12, And the secretary of state remained clear about the goal that the US ultimately could not accept a nuclear armed North Korea ,1,1.0
680,37-13, Kim Jong Un meanwhile has been saying that his country aims to be the strongest nuclear power in the world ,1,0.8
681,37-14, So no imminent visits to North Korea for Tillerson but he will be travelling to South America and Africa in the new year which suggests he plans to stay on for a bit longer as the country s top diplomat despite reports that Trump doesn t get alon,1,1.0
682,37-15, Tillerson gave a nod to his difficult year when asked by a State Department employee whether he was enjoying his job ,1,0.8
683,37-16, I m learning to enjoy it he said to laughter from the floor ,1,0.8
684,37-17, He explained that he didn t enjoy the actual task of dealing with countries like North Korea and Pakistan but he did enjoy working with the department s diplomats and experts on these topics ,1,0.8
685,37-18, His town hall was an effort to connect with staff who ve have been alienated by the perception that he s gutting the State Department amidst budget cuts and hiring freezes ,1,1.4
686,37-19, Tillerson gave them their first briefing on his project to redesign the department he presented plans to revamp its outdated information technology streamline its functions and improve career management ,1,1.4
687,38-0, SEOUL South Korea Secretary of State Rex Tillerson appeared to remove a major roadblock to talks with North Korea saying the United States was willing to meet with the nuclear armed country without preconditions ,1,1.2000000000000002
688,38-1, Tillerson said President Donald Trump supports the position which would reverse current and past administration policy that the U S won t sit down with the North unless denuclearization is on the table ,1,1.6
689,38-2, The White House said later that the president s views on North Korea have not changed ,1,1.0
690,38-3, Trump who has previously undercut Tillerson was silent on the issue on the format he usually turns to for foreign policy announcements Twitter ,1,1.2000000000000002
691,38-4, He did however refer to North Korea as a vile dictatorship Tuesday as he signed a 700 billion defense authorization bill ,1,1.7999999999999998
692,38-5, Tillerson s remarks came two weeks after North Korea test fired its most powerful missile which experts said showed the potential to reach the U S East Coast ,1,1.2000000000000002
693,38-6, We are ready to talk anytime North Korea would like to talk ,1,0.6000000000000001
694,38-7, And we are ready to have the first meeting without preconditions Tillerson said Tuesday in a speech at the Atlantic Council think tank in Washington ,1,0.6000000000000001
695,38-8, He said the North would need to hold off on its weapons testing ,1,0.6000000000000001
696,38-9, The reclusive state has test fired more than 20 missiles so far this year including the ICBM launched on Nov 29 ,1,0.6000000000000001
697,38-10, It also conducted its sixth and most powerful nuclear test ,1,1.0
698,38-11, Let s just meet and we can talk about the weather if you want to ,1,1.0
699,38-12, We can talk about whether it s a square table or a round table if that s what you re excited about Tillerson said ,1,1.2000000000000002
700,38-13, But can we at least sit down and see each other face to face and then we can begin to lay out a map a road map of what we might be willing to work towards ,1,0.8
701,38-14, Meanwhile Jeffrey Feltman the U N political chief who recently visited Pyongyang said senior North Korean officials told him it was important to prevent war ,1,1.0
702,38-15, Feltman a former American diplomat said he stressed the urgent need to prevent miscalculation and reduce the risk of conflict during more than 15 hours of discussions with North Korea s foreign minister and other top officials ,1,1.2000000000000002
703,38-16, He called on them to open communication channels including suspended military hotlines and to start some kind of engagement to start talking about talks ,1,1.4
704,38-17, They did not offer any type of commitment to us at that point ,1,1.0
705,38-18, They have to reflect on what we said with their own leadership he told reporters after privately briefing the U N Security Council ,1,0.6000000000000001
706,38-19, I think we ve left the door ajar and I fervently hope that the door to a negotiated solution will now be opened wide ,1,0.8
707,39-0, US Secretary of State Rex Tillerson may have opened the way to negotiations with North Korea over its nuclear programme saying Washington was ready to talk without preconditions ,1,1.6
708,39-1, The apparent olive branch after a year of mutual threats by US President Donald Trump and North Korean leader Kim Jong Un and multiple missile tests by Pyongyang coupled with its most powerful nuclear blast to date could help defuse sky high ,1,1.4
709,39-2, But with the two sides engaged in a war of words there is a long way to go before any negotiations let alone a deal ,1,1.2000000000000002
710,39-3, Here are some questions and answers on the issue ,1,0.8
711,39-4, The US has for years refused to talk unless the North first takes steps towards dismantling its nuclear programme ,1,1.0
712,39-5, But the North has staged six atomic tests and declared itself a full nuclear state after the ICBM test on November 28 rendering the prospect of nuclear disarmament increasingly unrealistic according to experts ,1,1.0
713,39-6, We are ready to talk anytime North Korea would like to talk ,1,0.8
714,39-7, We are ready to have the first meeting without preconditions ,1,0.8
715,39-8, Let s just meet Tillerson said at a forum in Washington ,1,1.0
716,39-9, William Perry a former US Defense Secretary who helped broker the 1994 Agreed Framework nuclear deal with the North said it was very encouraging news ,1,1.4
717,39-10, We must find a way to come to the table in order to de escalate the volatile situation with North Korea he tweeted ,1,0.8
718,39-11, What does Donald Trump think ,1,1.0
719,39-12, Trump administration officials have piled pressure on Pyongyang with US led UN sanctions and talk of a potential pre emptive attack with National Security Adviser HR McMaster saying this month the potential for war was increasing every day ,1,1.2000000000000002
720,39-13, The president has previously dismissed Tillerson s push for talks with the North tweeting in October that his top diplomat was wasting his time trying to negotiate with Little Rocket Man his favoured epithet for Kim ,1,1.7999999999999998
721,39-14, Save your energy Rex we ll do what has to be done ,1,0.8
722,39-15, he added and rumours have swirled in recent weeks that Trump was about to sack him ,1,1.0
723,39-16, Whether Tillerson s words herald a major policy shift by the administration remains to be seen ,1,1.2000000000000002
724,39-17, White House spokesman Sarah Huckabee Sanders said Trump s views on the North have not changed ,1,1.2000000000000002
725,39-18, The North has long expressed a willingness to talk without preconditions and is likely to respond positively to any such offer analysts say ,1,1.2000000000000002
726,39-19, They have believed that the US would have no choice but to sit down with the North for talks in the end and they might have been right said Chung Sung Yoon of the Korea Institute for National Unification in Seoul ,1,1.0
727,40-0, The US is ready to talk to North Korea over its nuclear disarmament without preconditions Secretary of State Rex Tillerson has said in what appeared to be a softening of America s stance toward Pyongyang ,1,1.75
728,40-1, The offer to North Korea comes amid crippling sanctions on the country and just two weeks after after another intercontinental ballistic missile test by the reclusive nation ,1,1.0
729,40-2, It also marks a shift from Tillerson s own previous comments that the US would not negotiate its way to the negotiating table with North Korea and that it would only talk once the regime was ready to address its denuclearisation ,1,1.75
730,40-3, We ve said from the diplomatic side we re ready to talk anytime North Korea would like to talk and were ready to have the first meeting without precondition ,1,1.0
731,40-4, Let s just meet Tillerson said ,1,1.0
732,40-5, He was speaking on Meeting the Foreign Policy Challenges of 2017 and Beyond organised by the 2017 Atlantic Council Korea Foundation Forum ,1,0.75
733,40-6, And then we can begin to lay out a map a roadmap of what we might be willing to work towards he said ,1,0.75
734,40-7, The offer stands in contrast to President Donald Trump s warnings that talks have failed and that Tillerson was wasting his time ,1,1.5
735,40-8, Tillerson said it was not workable to demand that North Korea give up its weapons before talks begin ,1,1.0
736,40-9, Its not realistic to say were only going to talk if you come to the table ready to give up your program ,1,1.0
737,40-10, They have too much invested in it ,1,0.5
738,40-11, And the President is very realistic about that as well he said ,1,0.75
739,40-12, in response to a question after delivering his remarks ,0,0.25
740,40-13, However the White House was quick to assert that there had been no change in the views of the president on North Korea ,1,1.25
741,40-14, The President s views on North Korea have not changed ,1,1.25
742,40-15, North Korea is acting in an unsafe way not only toward Japan China and South Korea but the entire world ,1,1.75
743,40-16, North Korea s actions are not good for anyone and certainly not good for North Korea White House Press Secretary Sarah Sanders said in a statement to the press ,1,1.5
744,40-17, The secretary of state made clear that full North Korean nuclear disarmament would be the ultimate goal of substantive negotiations ,1,1.75
745,40-18, He argued that containment was not an option as an impoverished North Korea would seek to earn money by selling its nuclear weapons on the black market ,1,0.75
746,40-19, Because were dealing with a new leader in North Korea that no ones ever engaged with ,1,0.75
747,41-0, Secretary of State Rex Tillerson is willing to talk to North Korean officials without precondition at least for an initial round of diplomacy over the regime s nuclear weapons program ,1,1.5
748,41-1, W e re ready to have the first meeting without precondition Tillerson said during an event at the Atlantic Council in Washington D C Let s just meet ,1,1.75
749,41-2, We can talk about the weather if you want ,0,0.0
750,41-3, We can talk about whether it s going to be a square table or a round table if that s what you re excited about ,0,0.25
751,41-4, But can we at least sit down and see each other face to face ,1,1.0
752,41-5, And then we can begin to lay out a map a roadmap of what we might be willing to work towards ,1,0.5
753,41-6, That s a less demanding posture that Tillerson has adopted in recent months when he ruled out negotiations based on anything other than North Korea agreeing to dismantle its nuclear weapons program ,1,1.25
754,41-7, Tillerson maintained a hardline position regarding the regime s long term retention of the nuclear weapons but he seemed to soften his previous expectations for what early negotiations might look like ,1,1.5
755,41-8, It s not realistic to say we re only going to talk if you come to the table ready to give up your program ,1,0.75
756,41-9, They have too much invested in it Tillerson said ,1,0.75
757,41-10, And the president is very realistic about that as well ,1,0.75
758,41-11, That perspective appears to represent a shift in Tillerson s thinking ,1,1.0
759,41-12, We don t think having a dialogue where the North Koreans come to the table assuming they re going to maintain their nuclear weapons is productive he told reporters in August ,1,1.0
760,41-13, Tillerson s negotiating posture might harden after the United States sharpened its assessment of a new leader in North Korea that no one has ever engaged with ,1,0.75
