,id,text,label,pos,bias_type,quote,aim
962,962,PHILADELPHIA Americans should vote for Hillary Clinton because unlike Republican nominee Donald Trump she is a sane competent person Michael Bloomberg the former New York mayor and founder of the Bloomberg financial news and information empire said at the Democratic National Convention Wednesday ,1,"“sane, competent person,”",lex,yes,ind_anti
963,963, I m a New Yorker he said and New Yorkers know a con when we see one ,1,con,lex,yes,dir
964,964,Calling Mr Trump a sniveling coward Mr Cruz told his rival to leave Heidi the hell alone ,1,"“sniveling coward,”",inf,yes,dir
965,965,All week Mr Trump has slowly escalated a war of words on Twitter against Senator Ted Cruz of Texas his main competition in the Republican race based on an ad by a super PAC started by people who want to stop the New York developer from getting the nomination ,1,escalated,lex,no,dir
966,966,Sen Ted Cruz R Texas on Friday lashed out at Donald Trump accusing the billionaire of enlisting his friends at the National Enquirer and his political henchmen to do his bidding ,1,henchmen,lex,yes,dir
967,967,I have nothing to do with the National Enquirer and unlike Lyin Ted Cruz I do not surround myself with political hacks and henchman sic and then pretend total innocence ,1,Lyin,lex,yes,dir
968,968,I have nothing to do with the National Enquirer and unlike Lyin Ted Cruz I do not surround myself with political hacks and henchman sic and then pretend total innocence ,1,surround myself with political hacks and henchman (sic) and then pretend total innocence,inf,yes,dir
969,969,Ted Cruz s problem with the National Enquirer is his and his alone and while they were right about O J Simpson John Edwards and many others I certainly hope they are not right about Lyin Ted Cruz ,1,Lyin,lex,yes,dir
970,970, I want to be crystal clear these attacks are garbage Cruz said Friday in a statement posted on Facebook ,1,these attacks are garbage,inf,yes,dir
971,971, It is a tabloid smear and it has come from Donald Trump and his henchmen ,1,henchmen,lex,yes,dir
972,972, Lyin Ted Cruz just used a picture of Melania from a GQ shoot in his ad Trump said on the social media site ,1,Lyin,lex,yes,dir
973,973, Be careful Lyin Ted or I will spill the beans on your wife ,1,Lyin,lex,yes,dir
974,974, Donald if you try to attack Heidi you re more of a coward than I thought classless ,1,you're more of a coward than I thought. #classless,inf,yes,dir
975,975,The photo features Mrs Trump sprawled out naked on a fur rug inside a Boeing 727 ,1,sprawled out,lex,no,ind_pro
976,976, It is garbage complete and utter lies Cruz said about the National Enquirer article alleging that he has had multiple affairs ,1,"“It is garbage, complete and utter lies,”",inf,yes,dir
977,977, I don t make a habit out of supporting people who attack my wife and attack my family Cruz said at a press conference after a Wisconsin rally according to The Hill ,1,"“I don’t make a habit out of supporting people who attack my wife and attack my family,”",inf,yes,dir
978,978, It is a tabloid smear and it has come from Donald Trump and his henchmen ,1,smear,lex,yes,dir
979,979,The presumptive Republican presidential nominee went so far as to say Obama should step down for not using the term and Clinton should get out of this race if she won t either ,1,went so far as to say,lex,no,dir
980,980, Because our leaders are weak I said this was going to happen and it is only going to get worse ,1,our leaders are weak,inf,yes,dir
981,981,Trump has faced intense criticism from members of both parties for his calls to temporarily ban Muslim immigration to the U S ,1,Trump has faced intense criticism from members of both parties for his calls to temporarily ban Muslim immigration to the U.S.,inf,no,dir
982,982,Our leadership is weak and ineffective I called it and asked for the ban Must be tough ,1,Our leadership is weak and ineffective,inf,yes,dir
983,983,Clinton did not reference radical Islam ,1,Clinton did not reference radical Islam.,inf,no,dir
984,984, Because our leaders are weak I said this was going to happen and it is only going to get worse ,1,our leaders are weak,inf,yes,dir
985,985,Mr Obama pleaded with Americans during his remarks not to give in to fear or turn against each other a somewhat muted reference to Mr Trump s previous call for a ban on Muslims entering the United States ,1,"“give in to fear or turn against each other,”",inf,yes,dir
986,986,Donald J Trump the presumptive Republican presidential nominee seized on the attacks as evidence of America s weakness in facing terrorism ,1,seized,lex,no,dir
987,987, In his remarks today President Obama disgracefully refused to even say the words Radical Islam ,1,disgracefully,lex,yes,dir
988,988,Because our leaders are weak I said this was going to happen and it is only going to get worse ,1,our leaders are weak,inf,yes,dir
989,989,In a follow up tweet posted later Sunday Trump reiterated his call for a ban on Muslims entering the United States even though the Orlando gunman was an American citizen born in New York ,1,"even though the Orlando gunman was an American citizen, born in New York",inf,no,dir
990,990,Trump s campaign said he would be delivering a major speech in New Hampshire on Monday that would address this terrorist attack immigration and national security ,1,"""major speech""",lex,no,dir
991,991,Presumptive Republican presidential nominee Donald Trump issued a bombastic call for President Barack Obama to resign on Sunday over the president s response to a shooting at an Orlando night club that left 50 people dead and scores of others injured ,1,bombastic,lex,no,dir
992,992, If we do not get tough and smart real fast we are not going to have a country anymore ,1,"""If we do not get tough and smart real fast, we are not going to have a country anymore.",inf,yes,dir
993,993,In the days before Wednesday s vote Pelosi a prolific fundraiser promised some changes to assuage concerns in her caucus including adding a member of the freshmen class to her leadership team ,1,a prolific fundraiser,inf,no,dir
994,994,She won despite her proposals doing little to ensure new blood at the very top or changing the seniority system that has key committees led by lawmakers in their 80s at a moment when the party needs to be defending ObamaCare and other initiatives by President Obama ,1,despite her proposals doing little to ensure new blood at the very top or changing the seniority system that has key committees led by lawmakers in their 80s,inf,no,dir
995,995,California Democratic Rep Nancy Pelosi on Wednesday was appointed to an eighth term as House minority leader surviving a challenge from a Midwestern Democrat backed by caucus members frustrated over repeated election loses and an aging leadership team ,1,surviving,lex,no,dir
996,996, We didn t lose today she said interrupting reporters at the post vote press conference ,1,interrupting reporters,inf,no,dir
997,997,But more than 60 Democrats voted against her a stunning level of dissent at a time when the party is trying to pick up the pieces after a disastrous presidential election ,1,But more than 60 Democrats voted against her ― a stunning level of dissent at a time when the party is trying to pick up the pieces after a disastrous presidential election.,inf,no,dir
998,998,It s a decisive win and it barely clears the two thirds majority support that Pelosi predicted she had ,1,(barely),lex,no,dir
999,999,But it reveals that dozens in her caucus voted against her in secret ballots That s a lot ,1,That’s a lot,inf,no,dir
1000,1000, There s a whole lot of anger said one Democrat who opposed her who requested anonymity in order to speak freely ,1,who requested anonymity in order to speak freely,inf,no,dir
1001,1001,They picked up just six seats in this election cycle far fewer than expected ,1,far fewer than expected,inf,no,dir
1002,1002,No one is a better tactician than Nancy Pelosi No one does it better No one even comes close ,1,No one is a better tactician than Nancy Pelosi. No one does it better. No one even comes close.”,inf,yes,dir
1003,1003,Pelosi s understanding of Midwesterners or lack thereof is what Ryan highlighted as the party s biggest problem ,1,or lack thereof,lex,no,dir
1004,1004,House Democrats have also lost nearly 60 seats over the past six years ,1,House Democrats have also lost nearly 60 seats over the past six years.,inf,no,dir
1005,1005, I m astounded that this caucus refuses to acknowledge reality and change ,1,“I’m astounded that this caucus refuses to acknowledge reality and change.”,inf,yes,dir
1006,1006,Pelosi s supporters said her experience is what the party needs now more than ever going up against President elect Donald Trump and a GOP controlled Congress She s battle tested she s a prolific fundraiser and she knows better than anyone how to count votes and keep her party together ,1,"Pelosi’s supporters said her experience is what the party needs now more than ever, going up against President-elect Donald Trump and a GOP-controlled Congress: She’s battle-tested, she’s a prolific fundraiser and she knows better than anyone how to count votes and keep her party together.",inf,no,dir
1007,1007,It s about the character of America Pelosi said ,1,It’s about the character of America,inf,yes,dir
1008,1008,He said the California progressive has lost the connection with working class people in the Midwest the same people who make up his district and the same people who turned out in droves to vote for Trump and help defeat Democratic presidential nominee Hillary Clinton weeks ago ,1,the California progressive has lost the connection with working-class people in the Midwest,inf,no,dir
1009,1009, That just makes my stomach sick ,1,“That just makes my stomach sick.”,inf,yes,dir
1010,1010, I have strong support from our friends in the unions including steelworkers which I guess are his area I m a woman of steel in there ,1,"“I have strong support from our friends in the unions, including steelworkers, which I guess are his area ... I’m a woman of steel in there.”",inf,yes,dir
1011,1011,WASHINGTON House Democrats on Wednesday rejected appeals that they need new leaders to win back disaffected voters re electing Representative Nancy Pelosi of California to an eighth term as House leader over a Rust Belt congressman who said the party had lost its connection to the American working class ,1,rejected appeals that they need new leaders to win back disaffected voters,inf,no,dir
1012,1012,The leadership elections conducted by secret ballot behind closed doors stamped out calls for new leaders ,1,stamped out,lex,no,dir
1013,1013,But while Ms Pelosi won 134 to 63 Mr Ryan s significant share of the total served as a measure of internal discontent and in some ways a repudiation of Ms Pelosi s leadership ,1,a measure of internal discontent and in some ways a repudiation of Ms. Pelosi’s leadership,inf,no,dir
1014,1014, We got wiped out in the Midwest and we re toxic in rural America aides said Mr Ryan told his colleagues behind closed doors before the vote ,1,toxic,lex,yes,dir
1015,1015,Trying to quell calls to replace her Ms Pelosi announced her nominations last week for a handful of other positions and proposed that three members from Illinois Pennsylvania and New York share the leadership duties of the party s messaging committee offering more regional diversity ,1,Trying to quell calls to replace her,inf,no,dir
1016,1016,But each new idea has underscored the fact that Ms Pelosi refuses to relinquish much power and has cultivated a large loyal following that does not expect her to ,1,Ms. Pelosi refuses to relinquish much power,inf,no,dir
1017,1017,For years support for Ms Pelosi has run so deep that few would even consider challenging her ,1,"For years, support for Ms. Pelosi has run so deep that few would even consider challenging her.",inf,no,dir
1018,1018, I m very worried we just signed the Democratic Party s death certificate for the next decade and a half Mr Schrader said ,1,"“I’m very worried we just signed the Democratic Party’s death certificate for the next decade and a half,”",inf,yes,dir
1019,1019, This is her caucus clearly ,1,"“This is her caucus, clearly.”",inf,yes,dir
1020,1020,During the radio interview the governor apologized repeatedly for an expletive ridden voicemail he recently left for Democratic state Rep Drew Gattine the latest controversy to hang over his office ,1,the latest controversy to hang over his office,inf,no,dir
1021,1021,Earlier the Republican governor had refused to apologize for the message even saying at press conference he wished it was 1825 so he could shoot Gattine in a duel ,1,"Earlier, the Republican governor had refused to apologize for the message, even saying at press conference he wished it was 1825 so he could shoot Gattine in a duel.",inf,no,dir
1022,1022,But this isn t the first time LePage s comments have gotten him in trouble ,1,But this isn’t the first time LePage’s comments have gotten him in trouble.,inf,no,dir
1023,1023,Controversial Maine Gov Paul LePage opened the door Tuesday to making an early exit from the governor s office following pressure from state lawmakers to step down ,1,Controversial,lex,no,dir
1024,1024,A year later LePage said that NAACP officials who had called him out for not attending a Martin Luther King Jr s event could kiss my butt ,1,"A year later, LePage said that NAACP officials, who had called him out for not attending a Martin Luther King Jr.’s event, could “kiss my butt.”",inf,no,dir
1025,1025,In 2015 LePage was forced to apologize to the son of a cartoonist for The Bangor Daily News because he told him he d like to shoot his father ,1,"In 2015, LePage was forced to apologize to the son of a cartoonist for The Bangor Daily News because he told him he’d “like to shoot” his father.",inf,no,dir
1026,1026,The Republican governor has a long history of making controversial statements dating back to 2010 when he said if he were elected governor he d tell President Obama to go to hell ,1,"The Republican governor has a long history of making controversial statements dating back to 2010 when he said if he were elected governor, he’d tell President Obama to “go to hell.”",inf,no,dir
1027,1027,Behind the scenes state lawmakers Democrats and Senate Republicans exasperated after six years of political controversies and what they saw as erratic behavior were scrambling to figure out what if anything they could do to formally address this latest crisis ,1,state lawmakers — Democrats and Senate Republicans — exasperated after six years of political controversies and what they saw as erratic behavior,inf,no,dir
1028,1028,Even as he fueled outrage among Democrats and angst among many moderate Republicans his well of support fed by voters drawn to his unfiltered political style never seemed to run dry ,1,Even as he fueled outrage among Democrats and angst among many moderate Republicans,inf,no,dir
1029,1029, It s never been done before so we re in a little bit of uncharted waters said Mr Katz who said he wanted Mr LePage to get a competent evaluation and follow the recommendations of the evaluator ,1,he wanted Mr. LePage to get “a competent evaluation and follow the recommendations of the evaluator.”,inf,no,dir
1030,1030, I didn t use racially charged language Mr LePage claimed although he also said Let s leave ethnicity out of it ,1,"“I didn’t use racially charged language,” Mr. LePage claimed, although he also said, “Let’s leave ethnicity out of it.”",inf,no,dir
1031,1031,After widespread criticism including from members of his own party he apologized ,1,including from members of his own party,inf,no,dir
1032,1032,He walked back his remarks later that day criticizing rumors that he was going to resign even though they came directly from LePage himself ,1,even though they came directly from LePage himself,inf,no,dir
1033,1033, The governor is not mentally able to serve and needs to resign ,1,“The governor is not mentally able to serve and needs to resign.”,inf,yes,dir
1034,1034, Every day Paul LePage gives Maine people more evidence that he is unfit for office State House Majority Leader Jeff McCabe D and Assistant House Majority Leader Sara Gideon D said in a statement Tuesday night ,1,"“Every day, Paul LePage gives Maine people more evidence that he is unfit for office,”",inf,yes,dir
1035,1035,Members of LePage s own party have been trying to deal with the headaches he s caused as well with one GOP state senator even talking about censuring him ,1,headaches,lex,no,dir
1036,1036,He has said newspapers are his greatest fear and joked about blowing up the headquarters of the Portland Press Herald ,1,joked about blowing up the headquarters of the Portland Press Herald,inf,no,dir
1037,1037,Democrats have been pounding LePage saying that he needs to step down and questioning his mental abilities ,1,questioning his mental abilities,inf,no,dir
1038,1038, I can t imagine what this place would be I can t imagine what the country would be with Donald Trump as our president Ginsburg told The New York Times in an article published Sunday ,1,"“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,”",inf,yes,dir
1039,1039, I don t want to think about that possibility Ginsburg said when asked to consider Trump in the role of appointer in chief ,1,"“I don’t want to think about that possibility,”",inf,yes,dir
1040,1040, This isn t funny anymore He added that Ginsburg s comments are beyond the pale ,1,“beyond the pale.”,inf,yes,dir
1041,1041,Dmitry Bam a professor at the University of Maine School of Law who has written on judicial recusals and ethics said there is little question that she has crossed a line ,1,“there is little question that she has crossed a line.”,inf,yes,dir
1042,1042,But recusals for political views or implicit support for certain positions are exceedingly rare even in the face of a code of judicial conduct that guides federal judges on extra judicial activities and how to avoid even the appearance of impropriety ,1,recusals for political views or implicit support for certain positions are exceedingly rare,inf,no,dir
1043,1043, I m not aware that any justice before has ever commented on the merits or demerits of a presidential candidate said Ed Whelan the president of the Ethics and Public Policy Center and a frequent contributor to the conservative National Review Online where he has chronicled this episode and what he deems Ginsburg s remarkable record of indiscretions ,1,"“I’m not aware [that] any justice before has ever commented on the merits or demerits of a presidential candidate,”",inf,yes,dir
1044,1044, I m not aware that any justice before has ever commented on the merits or demerits of a presidential candidate said Ed Whelan the president of the Ethics and Public Policy Center and a frequent contributor to the conservative National Review Online where he has chronicled this episode and what he deems Ginsburg s remarkable record of indiscretions ,1,“remarkable record of indiscretions.”,inf,yes,dir
1045,1045, Most people now recognize that judges are heavily influenced by their personal beliefs and experiences said Bam of the Maine School of Law ,1,"“Most people now recognize that judges are heavily influenced by their personal beliefs and experiences,”",inf,yes,dir
1046,1046, So perhaps the pretense that judges are nonpartisan and apolitical does more harm than good ,1,“So perhaps the pretense that judges are nonpartisan and apolitical does more harm than good.”,inf,yes,dir
1047,1047,Donald J Trump on Tuesday assailed Justice Ruth Bader Ginsburg of the Supreme Court for speaking out on the presidential race calling her disdainful remarks about his candidacy highly inappropriate and suggesting that she owed other justices an apology ,1,disdainful,lex,no,dir
1048,1048,Donald J Trump on Tuesday assailed Justice Ruth Bader Ginsburg of the Supreme Court for speaking out on the presidential race calling her disdainful remarks about his candidacy highly inappropriate and suggesting that she owed other justices an apology ,1,assailed,lex,no,dir
1049,1049, I can t imagine what this place would be I can t imagine what the country would be with Donald Trump as our president Justice Ginsburg told The Times in an interview published Sunday ,1,"“I can’t imagine what this place would be — I can’t imagine what the country would be — with Donald Trump as our president,”",inf,yes,dir
1050,1050, I think it s a disgrace to the court and I think she should apologize to the court ,1,“I think it’s a disgrace to the court and I think she should apologize to the court.,inf,yes,dir
1051,1051,It s so beneath the court for her to be making statements like that ,1,It’s so beneath the court for her to be making statements like that.,inf,yes,dir
1052,1052,And I would hope that she would get off the court as soon as possible ,1,And I would hope that she would get off the court as soon as possible.”,inf,yes,dir
1053,1053,Supreme Court Justice Ruth Bader Ginsburg faced a growing and bipartisan backlash Wednesday including a call from Donald Trump to resign as she doubled down on her criticism of the presumptive GOP nominee calling him a faker who is unqualified to be president ,1,doubled down,lex,no,dir
1054,1054,Supreme Court Justice Ruth Bader Ginsburg faced a growing and bipartisan backlash Wednesday including a call from Donald Trump to resign as she doubled down on her criticism of the presumptive GOP nominee calling him a faker who is unqualified to be president ,1,a “faker” who is unqualified to be president,inf,no,dir
1055,1055,Even political figures and newspaper editorial writers who might agree with the comments swiftly said they were out of line for a high court justice ,1,Even political figures and newspaper editorial writers who might agree with the comments swiftly said they were out of line for a high court justice.,inf,no,dir
1056,1056,Justice Ginsburg of the U S Supreme Court has embarrassed all by making very dumb political statements about me ,1,Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me.,inf,yes,dir
1057,1057,Her mind is shot resign ,1,Her mind is shot - resign!,inf,yes,dir
1058,1058, I can t imagine what this place would be I can t imagine what the country would be with Donald Trump as our president ,1,“I can’t imagine what this place would be — I can’t imagine what the country would be -- with Donald Trump as our president.,inf,yes,dir
1059,1059,She doubled down late Monday telling CNN He is a faker ,1,doubled down,lex,no,dir
1060,1060,She doubled down late Monday telling CNN He is a faker ,1,“He is a faker.”,inf,yes,dir
1061,1061, He has no consistency about him ,1,"""He has no consistency about him.",inf,yes,dir
1062,1062,He says whatever comes into his head at the moment ,1,He says whatever comes into his head at the moment.,inf,yes,dir
1063,1063,He really has an ego ,1,He really has an ego.,inf,yes,dir
1064,1064, How has he gotten away with not turning over his tax returns ,1,... How has he gotten away with not turning over his tax returns?,inf,yes,dir
1065,1065,Trump swiftly responded Tuesday telling the Times it was highly inappropriate that a United States Supreme Court judge gets involved in a political campaign ,1,“highly inappropriate that a United States Supreme Court judge gets involved in a political campaign.”,inf,yes,dir
1066,1066, I think it s a disgrace to the court and I think she should apologize to the court ,1,“I think it’s a disgrace to the court and I think she should apologize to the court.,inf,yes,dir
1067,1067,Senate Majority Leader Mitch McConnell said Tuesday Ginsburg s comments were totally inappropriate ,1,“totally inappropriate.”,inf,yes,dir
1068,1068, It raises a level of skepticism that the American people have from time to time about just how objective the Supreme Court is whether they re over there to call the balls and strikes or weigh in on one side or another he said ,1,It raises a level of skepticism that the American people have from time to time,inf,yes,dir
1069,1069,Ginsburg s comments also left Democratic lawmakers squirming ,1,squirming,lex,no,ind_pro
1070,1070, Politicization real or perceived undermines public faith in the impartiality of the courts ,1,"“Politicization, real or perceived, undermines public faith in the impartiality of the courts.”",inf,yes,dir
1071,1071,The New York Times also chimed in Washington is more than partisan enough without the spectacle of a Supreme Court justice flinging herself into the mosh pit ,1,the spectacle of a Supreme Court justice flinging herself into the mosh pit,inf,yes,dir
1072,1072,While the Democratic presidential candidate declined to comment on whether her comments were appropriate he said on ABC he agrees Trump is a total opportunist and said the record is quite clear that he lies just a whole lot of the time ,1,he lies just a whole lot of the time,inf,yes,dir
1073,1073, For someone on the Supreme Court who is going to be calling balls and strikes in the future based upon whatever the next president and Congress does that strikes me as inherently biased and out of the realm Ryan said ,1,inherently biased and out of the realm,inf,yes,dir
1074,1074,Even before Donald Trump landed in Mexico Wednesday he found himself in a Twitter war with former Mexican President Vicente Fox who went on a tear declaring the Republican nominee not welcome in the country ,1,Twitter war,lex,no,dir
1075,1075, We don t like him We don t want him We reject his visit ,1,“We don’t like him. We don’t want him. We reject his visit.”,inf,yes,dir
1076,1076, He will even be considered like a traitor because we don t accept to be offended like we just heard and it should not happen that he comes here with a smile on his face ,1,He will even be considered like a traitor,inf,yes,ind_general
1077,1077,Trump as is often his way fired back on Twitter ,1,as is often his way,inf,no,dir
1078,1078,Even before Donald Trump landed in Mexico Wednesday he found himself in a Twitter war with former Mexican President Vicente Fox who went on a tear declaring the Republican nominee not welcome in the country ,1,went on a tear,lex,no,dir
1079,1079, By 130 million people we don t like him we don t want him We reject his message ,1,"“By 130 million people, we don’t like him, we don’t want him. We reject his message.”",inf,yes,dir
1080,1080,Trump has spent more than a year railing against Mexico and its leaders promising the country would pay for the construction of a wall on the border it shares with the U S as well as fear mongering about rapists and drug dealers that are coming across it ,1,fear-mongering about “rapists” and drug dealers,inf,no,dir
1081,1081,He too may seize on the meeting as an opportunity to bolster his image with Mexicans ,1,"He, too, may seize on the meeting as an opportunity to bolster his image with Mexicans.",inf,no,dir
1082,1082,He will even be considered like a traitor because we don t accept to be offended like we just heard and it should not happen ,1,"He will even be considered like a traitor because we don’t accept to be offended like we just heard, and it should not happen.",inf,yes,dir
1083,1083, It s a very opportunistic move and I hope U S public opinion U S citizens can see this and finally and finally see what is behind Trump this false prophet that is just cheating everybody he added ,1,this false prophet that is just cheating everybody,inf,yes,dir
1084,1084, Former President Vicente Fox who is railing against my visit to Mexico today also invited me when he apologized for using the f bomb ,1,"“Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the “f bomb.””",inf,yes,dir
1085,1085,Stop lying Mexico is not yours to play with show some respect ,1,"Stop lying! Mexico is not yours to play with, show some respect.”",inf,yes,dir
1086,1086,Trump noted so helpfully in a tweet Wednesday morning ,1,so helpfully,lex,no,dir
1087,1087,In his interview on CNN Fox warned Pe a Nieto would be viewed like a traitor if he does not stand up to the GOP nominee ,1,traitor,lex,yes,dir
1088,1088, Trump is using Mexico using President Pe a to boost his sinking poll numbers Fox said ,1,"“Trump is using Mexico, using President Peña to boost his sinking poll numbers,”",inf,yes,dir
1089,1089, It s a desperate move and I don t see how it can work at all ,1,desperate,lex,yes,dir
1090,1090,Vicente Fox Mexico s president from 2000 to 2006 said on Wednesday that the invitation from Mr Pe a Nieto was a mistake and that Mr Trump should never be trusted in the country because of the way he has demonized its people ,1,demonized,lex,no,dir
1091,1091, We don t want him We reject his visit ,1,“We don’t want him. We reject his visit.”,inf,yes,dir
1092,1092, You cannot trust a guy like this Mr Fox said ,1,"“You cannot trust a guy like this,”",inf,yes,dir
1093,1093,He cynically continues to disregard his own people and disregard Mexicans ,1,He cynically continues to disregard his own people and disregard Mexicans.”,inf,yes,dir
1094,1094,He also called Mr Trump a false prophet who was misleading his followers ,1,He also called Mr. Trump a “false prophet” who was misleading his followers.,inf,no,dir
1095,1095,He suggested that Mr Trump was only coming as part of a desperate strategy to improve his sagging poll numbers and in explicit terms he urged Americans not to vote for him ,1,“desperate”,lex,no,dir
1096,1096, He doesn t know how to run a nation ,1,“He doesn’t know how to run a nation.,inf,yes,dir
1097,1097,He doesn t even know how to run a business ,1,He doesn’t even know how to run a business.”,inf,yes,dir
1098,1098, Mexico is not yours to play with show some respect ,1,"“Mexico is not yours to play with, show some respect.”",inf,yes,dir
1099,1099,Mr Fox who was president of Mexico from 2000 to 2006 was clear in his opposition to Mr Trump calling him egocentric and lacking in any political values ,1,calling him “egocentric” and lacking in any political values,inf,no,dir
1100,1100, They are followers of a false prophet ,1,false prophet,lex,yes,dir
1101,1101, Mexican people we are not going to pay any single cent for such a stupid wall Mr Calder n told CNBC ,1,stupid,lex,yes,ind_pro
1102,1102, And it s going to be completely useless ,1,“And it’s going to be completely useless.”,inf,yes,ind_pro
1103,1103,Mr Trump who has been criticized for lacing his campaign speeches with profanity called on Mr Fox to apologize for using foul language when talking about the wall ,1,who has been criticized for lacing his campaign speeches with profanity,inf,no,dir
1104,1104,Without fail Mr Trump s adoring fans reply Mexico ,1,adoring,lex,no,dir
1105,1105,The GOP front runner who has made many outrageous comments about Latinos including calling Mexican immigrants criminals and rapists insists he ll coerce Mexico into paying for a wall to keep undocumented migrants out of the U S if he s elected ,1,"who has made many outrageous comments about Latinos including calling Mexican immigrants ""criminals"" and ""rapists,""",inf,no,dir
1106,1106,The GOP front runner who has made many outrageous comments about Latinos including calling Mexican immigrants criminals and rapists insists he ll coerce Mexico into paying for a wall to keep undocumented migrants out of the U S if he s elected ,1,coerce,lex,no,dir
1107,1107, They re followers of a false prophet ,1,false prophet,lex,yes,dir
1108,1108, Mexican people we are not going to pay any single cent for such a stupid wall he said earlier this month ,1,stupid,lex,yes,ind_pro
1109,1109, And it s going to be completely useless ,1,"""And it's going to be completely useless. ...",inf,yes,ind_pro
1110,1110,If this guy pretends that closing the borders to anywhere either for trade or for people is going to provide prosperity to the United States he is completely crazy ,1,he is completely crazy,inf,yes,dir
1111,1111, Democracy cannot pick crazy people that doesn t know what s going on in the world today he said ,1,crazy people,lex,yes,dir
1112,1112, I would like to know who those Hispanics are because they are followers of a false prophet Fox said ,1,false prophet,lex,yes,dir
1113,1113,This nation is going to fail if it falls into the hands of a crazy man ,1,crazy man,lex,yes,dir
1114,1114, Those are not Republican principles He is not a Democrat He is just himself He is egocentric ,1,He is just himself. He is egocentric,inf,yes,dir
1115,1115, Mexican people we are not going to pay a single cent for such a stupid wall ,1,stupid,lex,yes,ind_pro
1116,1116,And it s going to be completely useless Calder n told CNBC ,1,And it's going to be completely useless,inf,yes,ind_pro
1117,1117,Biden made a thinly veiled attack on Trump on Thursday decrying the reality TV star s dangerous rhetoric ,1,the reality TV star’s,inf,no,dir
1118,1118, Some of the rhetoric coming from some presidential candidates of the other team are I think dangerous damaging and incredibly ill advised Biden said according to AFP ,1,"dangerous, damaging and incredibly ill-advised",inf,yes,dir
1119,1119,Her historic campaign inspired millions and is an extension of her lifelong fight for middle class families and children White House Press Secretary Josh Earnest said in a statement ,1,historic,lex,yes,dir
1120,1120,Her historic campaign inspired millions and is an extension of her lifelong fight for middle class families and children White House Press Secretary Josh Earnest said in a statement ,1,Her historic campaign inspired millions,inf,yes,dir
1121,1121,The meeting was arranged at Senator Sanders request Earnest said and the two will discuss how to build on the extraordinary work he has done to engage millions of Democratic voters and to build on that enthusiasm in the weeks and months ahead ,1,extraordinary,lex,yes,dir
1122,1122, The President thanked Senator Sanders for energizing millions of Americans with his commitment to issues like fighting economic inequality and special interests influence on our politics ,1,"""The President thanked Senator Sanders for energizing millions of Americans with his commitment to issues like fighting economic inequality and special interests' influence on our politics.""",inf,yes,dir
1123,1123,President Obama formally endorsed Hillary Clinton to succeed him in the White House Thursday saying she has the courage for the job and vowing to hit the campaign trail for her soon in a video message posted just moments after meeting with her primary rival Bernie Sanders ,1,"""courage""",lex,yes,dir
1124,1124, In fact I don t think there s ever been someone so qualified to hold this office ,1,I don’t think there’s ever been someone so qualified to hold this office,inf,yes,dir
1125,1125,But his tone compared with his defiant speech early Wednesday after Clinton clinched the Democratic nomination appeared to soften ,1,compared with his defiant speech early Wednesday after Clinton clinched the Democratic nomination,inf,no,dir
1126,1126,Whether that means a fight to overhaul the party platform or a last ditch bid to somehow deny Clinton the nomination remains to be seen ,1,a last-ditch bid to somehow deny Clinton the nomination,inf,no,dir
1127,1127,While offering no endorsement himself Sanders said he spoke with Clinton and congratulated her on her very strong campaign ,1,strong,lex,yes,dir
1128,1128,After Mrs Clinton won Tuesday s California primary Mr Sanders refused to quit the race despite Mrs Clinton s wide margin of victory and the fact that she had the support of enough delegates for the nomination ,1,despite Mrs. Clinton’s wide margin of victory and the fact that she had the support of enough delegates for the nomination,inf,no,dir
1129,1129,He also praised the campaign that Mr Sanders ran ,1,He also praised the campaign that Mr. Sanders ran.,inf,no,dir
1130,1130,Mr Obama and Mr Sanders strolled down the colonnade next to the Rose Garden on their way into the Oval Office chatting inaudibly and grinning broadly ,1,grinning broadly,inf,no,dir
1131,1131,His face flushed Mr Sanders did not speak at all ,1,"His face flushed, Mr. Sanders did not speak at all.",inf,no,dir
1132,1132,But some of his supporters have started to walk away prompting growing calls that it is time to bring the party together to defeat Mr Trump ,1,"But some of his supporters have started to walk away, prompting growing calls that it is time to bring the party together to defeat Mr. Trump.",inf,no,dir
1133,1133,Presidents typically do not weigh in on federal investigations to avoid appearing to influence the outcome ,1,Presidents typically do not weigh in on federal investigations to avoid appearing to influence the outcome.,inf,no,dir
1134,1134,Hillary Clinton lied many times to the F B I Nothing happened to her ,1,Hillary Clinton lied many times to the F.B.I. Nothing happened to her.,inf,yes,ind_anti
1135,1135,Mr Trump did not cite specifically what Mrs Clinton said that he considered a lie ,1,Mr. Trump did not cite specifically what Mrs. Clinton said that he considered a lie.,inf,no,dir
1136,1136,Mrs Clinton gave a voluntary interview to the bureau in July 2016 during its investigation into whether she or her aides broke the law by corresponding through a private email server set up for her use as secretary of state ,1,Mrs. Clinton gave a voluntary interview to the bureau in July 2016 during its investigation into whether she or her aides broke the law by corresponding through a private email server set up for her use as secretary of state.,inf,no,ind_anti
