id,text,label,label_multiclass
5379,More people are losing their insurance due to Obamacare than are becoming newly insured ,1,4
5380,The immigration bill includes free Obamacars motorcycles or scooters ,1,5
5381,My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter ,1,4
5382,Seventy bills Kendrick Meek authored not one of them has passed ,0,2
5383,In Florida for eight years we cut taxes every year totaling 19 billion ,0,2
5384,Under Obama s budget plan families making over 250 000 are going to lose their mortgage deduction their charitable deductions ,1,5
5385,I have always said that I would be for drilling ,1,5
5386,Hobby Lobby provided this birth control coverage before they decided to drop it to file suit ,0,1
5387,Says he vetoed 250 000 from the budget for a program to learn how to catch rainwater ,0,1
5388,In the event of a U S strike on Syria the Russians will replace the weapons immediately Theyve said it on the record Theyve suggested they might even replace it with better stuff ,0,3
5389,The president referred to the Syrian opposition just a few months ago as pharmacists and doctors and so on ,0,0
5390,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves ,0,0
5391,The city of Clarkston cant decriminalize marijuana Only state legislators and Congress can do that ,0,0
5392, I fought to bring about the largest private sector infrastructure project in North American history ,0,2
5393,Two years ago motorists in Ferguson a city of 20 000 people received 31 000 citations Thats at least one citation per person plus 10 000 for visitors The city is still surviving only on traffic tickets theres virtually no industry there ,0,3
5394,Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient ,0,3
5395,A Democratic poll operation shows that Fox News is the most trusted news operation in the country ,0,0
5396,If you care about the environment weve got record funding ,1,5
5397,It was Rob Portmans job to stop Chinas illegal dumping of steel He failed looked the other way did nothing ,1,4
5398,After Arizona banned smoking in all public places in 2007 admissions for acute myocardial infarction stroke asthma and angina decreased following the implementation of the ban ,0,2
5399,Says Mitt Romney has flip flopped on abortion rights ,0,0
5400,A black male baby born today if we do not change the system stands a one in three chance of ending up in jail ,0,1
5401,Joe Straus is the first Jewish speaker of the Texas House ,0,1
5402,Fox News said the New Black Panther Party decided the election for Barack Obama ,1,4
5403,We have provided at least 16 tax cuts to small businesses ,0,1
5404,Says Charlie Bass supports Paul Ryan plan that forces seniors to pay 6 400 a year more for health care so millionaires can pay less in taxes ,0,3
5405,Says Donald Trump is a guy who has called for privatization of the Veterans Administration ,0,3
5406,Undocumented workers crossing the border right now is at a 12 year low ,0,1
5407,We had 2 percent of the global market for advanced batteries when he Obama started We now have 16 percent headed to 40 percent by 2015 ,0,2
5408, 6 billion water bond program voters passed in 2011 has yet to be tapped ,0,1
5409,Says about 100 000 kids in this country leave their home state and go to another state to be educated Out of that 100 000 young people 30 000 of them are from New Jersey by far the largest amount ,0,2
5410, Obama did accept donations from lobbyists and PACs and he spent money in this campaign from that through his political action committee ,0,0
5411,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia HCA hospital chain,0,1
5412,Immigrants have captured all of the nearly 9 million jobs created since 2000 ,0,3
5413,The world food demand is going to double sometime between now and 2070 ,0,0
5414,Alabamians havent changed their opinion on same sex marriage since voting to ban it in 2006 ,0,2
5415,All Maryland crabs are born in Virginia ,0,1
5416,Says U S Sen Ron Johnson opposes faster broadband internet in small towns and got nearly 90 000 in campaign contributions from the telecom special interests ,0,2
5417,Every major study that has been done by a legitimate group shows that there are hundreds of thousands of jobs to be created if you pass our cap and trade legislation And if you wind up pricing carbon ,1,4
5418,Texas legislation would allow teachers to kill their students if they felt it was needed ,0,2
5419,Every poll said I won the debate ,0,2
5420,McCain said the other day that he would not meet potentially with the prime minister of Spain because he wasn t sure whether they were aligned with us ,0,1
5421,Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions ,0,0
5422,The president is advocating a drone strike program in America ,1,4
5423,Over the history of Austin its always gotten more expensive ,0,3
5424,Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria ,0,1
5425,Says a voter adopted constitutional amendment instructed a state board headed by Jerry Patterson to put 300 million in investment earnings into a fund supporting public school operations ,0,3
5426,There have been multiple media reports about Donald Trumps business dealings with the mob with the mafia ,0,0
5427,The Greenlight Pinellas 1 cent sales tax is permanent we never get to vote on this again ,0,2
5428,Says state Rep Fred Clark D Baraboo ran a red light and seriously injured a bicyclist ,0,0
5429, He s promising four more years of an administration that will push for the privatization of Social Security ,1,4
5430,The average person only pays about 1 800 in state taxes which is the lowest of all 50 states ,0,1
5431,The Austin Independent School Districts graduation rate reached an all time high of 82 5 percent in 2012 ,0,0
5432,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011 ,0,1
5433,ISIS lures women with kittens nutella ,0,3
5434,In the past six years alone changes to the pension formula have saved over half a billion dollars ,0,3
5435,Texas added 6 600 miles of highway from 2001 2012 more than any other state ,0,2
5436,Premeditation in murder cases like the Oscar Pistorius case can be formed in the twinkling of an eye ,0,3
5437,Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee ,1,4
5438,Every major newspaper in Texas calls David Dewhurst a moderate ,0,3
5439,Says six of the states 58 family planning centers had to close because of Gov Chris Christies budget cuts ,0,0
5440,Last year Korea sold nearly half a million cars in our country The United States you know how much we sell to them Six thousand What kind of deal is that ,0,1
5441,A married couple that use the same last name is rarer and rarer in our country ,0,3
5442,Claims that former Sen Tom Daschle said Seniors should be more accepting of the conditions that come with age instead of treating them ,1,4
5443,The tax cut deal adds more than 800 billion to the deficit over two years more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform ,0,1
5444,Wrote that in 2006 Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer but in 2011 called his killing historic ,0,2
5445,Thanks to ObamaCare average E R wait in California is 5 hours ,1,4
5446,Obama voted for 3 million for an overhead projector at a planetarium in Chicago ,0,2
5447,It is rare that a retirement grade determination is conducted for an officer previously retired from the U S armed forces ,0,0
5448,Says Rep Justin Amash votes more with the Democrats than with the Republicans ,1,4
5449,Says Mitt Romney runs away from Ronald Reagan ,0,3
5450,We have the lowest percentage of Americans actually holding a job in 40 years ,0,1
5451,Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,0,3
5452,Undocumented immigrantspay 12 billion a year into Social Security ,0,2
5453,Says Miami Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors More than 260 000 ,0,2
5454,The balanced budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican and Rick Santorum says he stood up and called for him to resign his chairmanship ,0,0
5455,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase Its a tax shift ,1,5
5456,Since 2000 Texas has reduced harmful pollutants in the air like nitrogen oxide by 62 5 percent and ozone by 23 percent a reduction that is 12 percent greater than the national average ,0,2
5457,Californias Capitol building is second only to Disneyland among visitor sites in the state ,1,4
5458,Under current conditions by 2023 the interest payments on the national debt will be 722 billion larger than the projected defense spending of 696 billion ,0,0
5459,SaysPresident Obama hijacked the farm bill and turned it into a food stamp bill ,1,5
5460,Wealthy taxpayers not middle income earners get most of the deductions in the tax code ,0,1
5461,Saysthere are actually more people in poverty now than there were when we started the War on Poverty ,0,1
5462,Georgia has elected more African American leaders than any other state in the country ,0,3
5463,There are over 200 documented cases where Obama has lied ,1,5
5464,Says Barack Obama never worked in the private sector before he was elected president ,1,4
5465,Ive also offered a plan that can help fix Social Security thats supported by Robert Reich secretary of labor previously in a previous administration ,1,4
5466,Says Wisconsin Gov Scott Walkers actions are directly responsible for killing at least 15 000 jobs ,1,4
5467,Gwinnett Medical Center is operating in the negative in part because of illegal immigrants ,0,2
5468,47 percent of Americanscant pay for an unexpected 400 expense through savings or credit cards without selling something or borrowing money ,0,0
5469, House Appropriations Chair David Obey s partial earmark ban wouldn t apply to 90 of earmarks ,0,0
5470,Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration ,0,2
5471,Under Ted Cruzs tax plan businesses will now have to pay 16 percent on the money they make They will also have to pay 16 percent on the money they pay their employees ,0,1
5472,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2 ,1,4
5473, While others place their hands over their hearts Obama turns his back to the flag and slouches ,1,4
5474,Steve Poizner increased his department s budget nearly 14 percent ,1,4
5475,As a senator Barack Obama supported an amendment that basically gutted the legal temporary worker program ,0,1
5476,Ken Buck wants to outlaw abortion even in cases of rape or incest ,0,0
5477,While Mayor Kenney personally doesnt support DROP he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them ,1,4
5478,Republicans control the U S Senate with 54 seats but those 54 senators were elected by only two thirds the number of voters who elected the Democrats In the Senate the majority party represents a minority of the people ,0,2
5479,Forty percent of union members voted Republican in 2008 ,0,1
5480,Says Scott Walker enacted the biggest cuts to education in our states history ,0,0
5481,Under the presidents plan he cuts Medicare by 716 billion takes that money out of the Medicare trust fund and uses it to pay for Obamacare ,0,2
5482,Says Gov Rick Scott cut nearly 1 million from mosquito control and closed down the states mosquito research lab a few years ago ,0,3
5483,Says Wisconsin Gov Scott Walker is denying Democrats the right to vote ,1,5
5484,Lean finely textured beef is the proper name not pink slime and it is a safe widely used product ,0,1
5485, When George Bush took office President Clinton a Democrat and the Democratic Congress at the time had left an annual budget that was in surplus ,1,4
5486,Says the new health care law delivers a 13 billion tax increase on families with special needs ,1,5
5487,Says Every year air pollution protections are delayed another 34 000 people will die prematurely ,0,1
5488,The Tampa Bay Rays prices have been judged the most affordable in all of professional sports ,0,1
5489,The property appraisers budget is 1 million less today than when I took office 16 years ago ,0,0
5490, Let s pay attention to kids who are not going to college which ends up being about 60 percent of the kids and get them trained for the jobs that are there Because you know there are auto mechanic jobs paying 50 000 60 000 that they can t get filled There are airline mechanic jobs paying a lot of money that can t get filled Remarks at AFSCME forum 6 19 2007,0,0
5491,I am every year the No 1 pick of all of the law enforcement agencies within Texas ,1,4
5492,The U S State Department has ordered 160 000 Hazmat suits for Ebola prompting concerns that the federal government is anticipating the rapid spread of the virus ,0,2
5493,Republicans fought to protect tax loopholes for corporations that send our jobs overseas ,0,2
5494,We were told there would never be a case of Ebola in the United States ,1,4
5495,Says her congressional district has 10 000 medical device industry jobs and 1 000 will be lost because of health care law tax ,0,3
5496,Two days of interest we pay to China is enough to buy one joint strike fighter jet ,0,0
5497,Says the average Ohio student graduates from a four year college or university with nearly 27 000 in tuition debt ,0,2
5498,A new federal program provides subsidized Obama phones with 70 free minutes of cell phone service every month ,0,3
5499,Our larger domestic threat is from racial supremacist groups ,1,4
5500,The U S had the opportunity with Israel coming and talking to us about improving our security screening procedures and we turned them down ,0,2
5501,If youre a terrorist you cant fly but an assault weapon you can buy ,0,1
5502,Not one penny of Californias Prop 67 bag ban tax goes to the environment ,0,2
5503,In campaigns in the past with Sen McCain and President George W Bush and others they have tended to release tax records in April ,0,2
5504,Weve got to find 2 billion gallons of water per day between now and 2025 ,0,1
5505,Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote ,1,4
5506,On support for the Export Import Bank,1,4
5507,Says he didnt have an involvement withnutritional supplement company Mannatech ,1,4
5508,The stimulus program cut taxes for 95 percent of the American people ,0,2
5509,Gov Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance Thats what her job is ,1,5
5510,New Mexico moved up to sixth in the nation in job growth ,0,1
5511, We worked together to enact the largest tax cut in Florida history ,1,4
5512,Bill Nelson actually voted in favor of higher taxes 272 times ,1,4
5513,Says he opposed 716 billion cut to Medicare ,0,2
5514,We spend less than 2 percent more every year That is the lowest increase in spending since they have been keeping numbers ,0,0
5515,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions ,1,4
5516,The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria ,1,5
5517,U S taxpayers paid 71 500 per job created by the stimulus bill ,0,1
5518,David Perdue did not support the 2014 farm bill that U S Sens Isakson and Chambliss did ,0,1
5519,South Carolina has the fastest growing economy in the Southeast ,0,1
5520, By the end of Governor Rick Perry s term he will have drained Texas taxpayers of more than 360 000 to pay for the rental mansion he has been living in while the historic Governor s Mansion is repaired ,0,0
5521,Obama suggested bombing Pakistan ,1,5
5522,Says President Obama helped more than half a million veterans and military family members go to college through the Post 9 11 G I Bill ,0,2
5523,In our proposal we would have expanded school aid across the board Governor Christie slashed school aid in this budget preferring instead to extend a tax break for millionaires over funding in the classroom ,0,2
5524,From 2008 to 2011 the pages in the conforming bills have gone from 400 pages to 2 200 ,0,0
5525,Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island ,1,4
5526,The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons ,1,4
5527,As a Member of Congress Chris Murphy was raking in 1 million in salary ,1,4
5528, He admits he still doesn t know how to use a computer can t send an e mail ,0,1
5529,If todays economy was rebounding at the rate of the Reagan recovery it would have created the equivalent of 25 million new jobs and raised federal revenue by 800 billion a year ,0,2
5530,Social Security doesnt contribute a penny to the deficit ,0,3
5531,Says state Sens Greg Evers Nancy Detert and Charles Dean got a failing grade from conservatives ,0,3
5532, When I was mayor of New York City I encouraged adoptions Adoptions went up 65 70 percent Abortions went down 16 percent ,0,2
5533,The average faculty member at UW Madison brings in close to a quarter million dollars a year in grant money ,0,1
5534,The DNC hack showed you that the Clinton campaign was working to schedule primary debates against Bernie Sanders and the Clinton campaign is continuing this ploy against Donald Trump ,1,4
5535,Bill McCollum served as a lobbyist whose clients enabled mortgages for illegal immigrants ,1,4
5536,We have only one person on the TVA board to my knowledge who even has any corporate board experience ,0,1
5537,John Oxendine is under a state ethics investigation because he illegally funneled more than 120 000 to his campaign from shady insurance political action committees in Alabama ,0,2
5538,Says Gov Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011 ,1,4
5539,Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools ,0,1
5540,Repeal of Obamacare would take away health care for 10 3 million Americans who have received coverage since Oct 1 2013 ,0,1
5541,Says because of Texas lawmakers choices hundreds of thousands of women no longer have access to basic medical care life saving cancer screenings and contraception ,0,2
5542,Under Gov Scott Walkers public school budgets a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school ,1,4
5543,Ninety four percent of small businesses will face higher taxes under the Democrats plan ,1,5
5544,Says Obama has never submitted a budget and Congress has worked for two years without passing one ,0,2
5545,In one county alone in Ohio President Obama received 106 258 votes But there were only 98 213 eligible voters ,1,5
5546,Every taxpayer owes about 130 000 to pay off the national debt ,0,1
5547,Rick Perry has become a millionaire on the public payroll ,0,1
5548,Says Mark Begich has taken campaign cash from the Kochs while Dan Sullivan hasnt ,0,3
5549, I took on the worst road system in the country according to Trucker s magazine When I left they said it was the most improved road system in the country ,0,1
5550,Says under the new health care law the patient doctor relationship will be eliminated ,1,5
5551,You can go to Georgia and make about 6 000 more a year as a teacher ,0,0
5552,We have ten different tax brackets and if youre making 9 000 youre already in the top tax bracket ,1,4
5553,For the first time since 1990 American manufacturers are creating new jobs ,1,4
5554,Household income in America has gone down for families an average of 4 000 in the last four years while it went up 5 000 under Mitt Romney when he was governor of Massachusetts,1,4
5555,The average bonus on Wall Street is about 100 000 The bonuses on Wall Street are down 44 percent ,0,1
5556,Says he has never voted for raising taxes ,0,0
5557,Says Bill Clinton and George Bush both say build the Keystone XL ,0,0
5558,Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers at a rate of one per month ,0,2
5559,The Affordable Care Act is not the law of the land ,1,4
5560,Says that Republicans bragged about how every bill was going to be paid for right from the beginning and that the first vote the repeal of health care reform violated that rule ,0,1
5561,Says Obama doubled funding for the Pell Grant ,0,1
5562,Thousands in China owe their jobs to Mitt Romneys companies ,0,2
5563,Says Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill ,0,1
5564,Chris Coons has Marxist beliefs ,1,5
5565,The financial services regulatory bill will end taxpayer bailouts ,0,3
5566,Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector ,1,4
5567,Recovery gov listed congressional districts that do not exist ,0,1
5568,According to the Congressional Budget Office as many as 20 million Americans could lose their employer based insurance thanks to Obamacare ,0,2
5569,The president has said the national security threat facing America the top one is global warming ,0,3
5570,After merging with Tim Hortons of Canada Burger King is not moving Our headquarters will remain in Miami and we will continue to pay all of our federal state and local U S taxes ,0,2
5571,The economy is too weak to raise income levels ,0,1
5572,John McCain s health care plan won t guarantee coverage of cancer screenings or maternity care ,0,0
5573,Says Dick Cheney supported gay marriage soonerthan Hillary Clinton ,0,0
5574,After the 9 11 terrorist attacks grounded commercial air traffic there was a temperature drop while the airplanes werent flying for the week afterwards ,0,3
5575,A state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements ,0,3
5576,The annual gross domestic product of metro Atlanta is bigger than 28 states in the union ,0,0
5577,Per student K 12 state funding for Portland Public Schools has dipped from 6 036 in the 2007 2008 school year to 5 644 in the 2010 2011 school year,0,2
5578,Says Russ Feingolds campaign is powered by small dollar contributions like ours ,0,1
5579,Says Mitt Romney and George Allen would overturn Roe v Wade and allow states to end safe legal abortion even in cases of rape incest or when a womans life is at risk ,0,2
5580,In 2006 Charlie Crist opposed in state tuition for illegal immigrants ,0,0
5581,In 1978 a student who worked a minimum wage summer job could afford to pay a years full tuition at the 4 year public university of their choice ,0,1
5582,Says that Sherrod Brown voted to cut Medicare by over 500 billion in order to fund government run health care ,1,4
5583,In Wisconsin 6 2 percent of the population is black yet 24 percent of all state abortions are on African Americans ,0,2
5584,Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts then on forum day tweeted that hed just been running with his dog ,0,1
5585, Fred s never had a 100 percent record on right to life in his Senate career The records reflect that And he doesn t support the human life amendment which is most amazing because that s been a part of the Republican platform since 1980 ,0,2
5586,In 1928 school boards sent home letters with children saying that if Al Smith is elected president you will not be allowed to have or read a Bible ,0,2
5587, Usually it s about 900 a month to get health coverage Florida s program has reduced that on average to about 150 a month ,1,4
5588,On same sex marriage,1,4
5589,Ohios judges compared to other similar states are being woefully underpaid ,0,1
5590,Louisiana Sen Mary Landrieu received almost 1 8 million from BP over the last decade ,1,5
5591,Compared to President Obama President Reagan rushed home from Santa Barbara vacation from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians ,0,3
5592,Americans increasingly want the Affordable Care Act to be repealed ,0,3
5593, I supported tort reform with regard to securities product liability interstate commerce ,0,1
5594,Says state Sen Morgan Carrolls votes made it easier to sue doctors small businesses even nurses Putting her own shady interests first ,1,4
5595,Says the vaccine to prevent HPV can cause mental retardation ,1,4
5596,A far different picture from the prior eight years which saw 115 increases in taxes and fees ,0,0
5597,Mexico receives approximately 24 billion a year in remittances from Mexican nationals working in the United States The majority of that amount comes from illegal aliens ,0,2
5598,Theres a big chunk of the country that thinks that I have been too soft on Wall Street ,0,0
5599,The Congressional Budget Office a nonpartisan office did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by 200 billion over the next decade ,0,0
5600,Barack Obama opposed a bill that would have saved Gianna Jessen s life ,1,4
5601,In 2001 former Federal Reserve chairman Alan Greenspan justified increasing spending and cutting taxes saying that we didn t really need to pay down the debt ,0,3
5602,DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation ,0,2
5603,Says Joe Straus was co author of a bill that would have allowed Planned Parenthood to control public school sex education ,1,5
5604,Says Glenn Nye voted in lock step with Nancy Pelosi 83 percentof the time ,0,3
5605,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors ,1,4
5606,Says his elections proposal would allow a potential of 168 hours of early voting which I think is the most weve ever had ,0,0
5607,Members of the public are being charged 50 to hear Gov Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field ,0,0
5608,Between 2000 and 2010 the illegal immigrant population of Texas increased by 60 percent while California and Florida had no increase ,0,2
5609,Sen Obama made the very argument he is now criticizing back in November 2006 ,0,2
5610,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion ,1,4
5611,Says half the Americans dont pay any income taxes ,0,0
5612,In Africa a child dies every minute because of malaria ,0,1
5613,Hate speech is excluded from protection under the First Amendment ,1,4
5614,The top 1 percent of income earners pay about 40 percent of all taxes into the federal government ,1,4
5615,Says that under Mitt Romney 89 million Americans could be denied coverage if they have a pre existing condition ,0,2
5616,Obama spent 7 billion to bring electricity to Africa failed miserably ,1,5
5617,More people were killed in the United States last year by tainted food than U S troops killed in Iraq and Afghanistan since the wars began ,1,4
5618,You must list all your guns on your 2010 tax return ,1,5
5619,The Rev Rick Warren has called Christians who advance a social gospel Marxists ,0,3
5620,Women in Florida make 83 cents for every dollar a man makes ,0,1
5621,The Common Core was not put together by the Department of Education in Washington It was put together by governors and by states ,0,1
5622,Says Jeb Bush doesnt believe in a path to citizenship If he did at one time he no longer does ,0,1
5623,The Medicare drug program resulted in the program coming in 40 percent under budget And the reason it was is because the design was right ,0,2
5624,Says more than 8 000 people have supported her campaign as volunteers donors and advisors and endorsers ,0,2
5625,Re Marco Rubios support of earmark ban In 2002 alone he requested 37 earmarks worth 43 million ,0,0
5626,Rick Santorum reformed welfare ,0,2
5627,The Seminole gambling compact offers 3 billion in guaranteed revenue the largest share for any state in history ,0,1
5628,There is a provision in the economic stimulus plan that means that students cannot meet together in their dorms if that dorm has been repaired with this federal money and have a prayer group or a Bible study ,1,4
5629,President Obama said 22 times he could not authorize immigration reform by executive order ,0,1
5630, Right now every single one of the oil companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than 50 billion in lost royalties ,0,2
5631, Business formation is still on the rise in Ohio So far in 2011 weve assisted w 44 443 new business filings ,0,1
5632,The Obama administration notified Poland and the Czech Republic about cancellation of major missile defense facilities at the last minute in midnight phone calls ,0,0
5633,In 2008 Mandel was re elected to a second term representing a district with a 2 1 Democrat to Republican voter ratio ,0,1
5634,Obama hasn t been to Iraq in years ,0,1
5635, An audit of the last census found that over 370 000 people living in Texas were not counted and our state lost an estimated 1 billion in federal funds as a result ,1,5
5636,Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline all of which have said it would have a minimum impact on the environment ,0,2
5637,Every time we put a ballot issue on it costs a million dollars ,0,2
5638,Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans ,0,3
5639,Says city leadership is threatening to lay off police and emergency services personnel to balance the budget ,1,4
5640,Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies local tax increases layoffs ,0,2
5641,One out of every three automobile fatalities can be attributed to alcohol ,0,0
5642,The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues ,0,3
5643,Says a Republican drawn map of proposed U S House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991 ,0,1
5644,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare ,0,0
5645,In Texas public schools we spend an average of 12 000 per pupil per year ,0,3
5646,A new Republican litmus test would have resulted in the GOP kicking out Ronald Reagan ,0,2
5647,Says MarkKirk called for the mass arrest of 18 000 African Americans andwas apparently fine with Trumps StillTooRacist call for mass deportation ,1,4
5648,Warren Buffett called credit default swaps financial weapons of mass destruction And Greene was the first individual to use them ,0,0
5649,Under Gov John Kasichs budget proposal the top one percent in Ohio will pay 10 000 less in income tax each year but Ohios working and middle class families will pay more ,0,2
5650,The Treaty of Tripoli signed by President John Adams was his outreach to Muslims ,0,2
5651,The average age of planes in the Qatar Airways fleet is about four years while Delta Air Lines flies planes that are 35 years old ,0,3
5652,We put a lid on Irans nuclear program without firing a single shot ,0,1
5653,Says Syrian refugees are not being vetted and the FBI is not even being told where they are ,0,3
5654,U S Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims ,0,1
5655,The murder rate in Atlanta is on the rise this year ,0,0
5656,More than 40 000 troops are still stationed in Afghanistan with no clear objective Even in the best case by the end of the year at least 10 000 American soldiers will still be on the ground ,0,2
5657,Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers ,0,3
5658,Even today part of Romneys fortune is invested in China ,0,1
5659,On Tom Wolfs watch taxes were high killing 100 000 PA jobs ,0,3
5660,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately 12 a month ,0,1
5661,George Allencast the deciding votefor the 2003Bushtax cuts ,1,4
5662,As governor of Florida I defunded Planned Parenthood ,0,0
5663,German citizens were disarmed by their government in the late 1930s which allowed the Nazis to carry out their evil intentions with relatively little resistance ,1,4
5664,Texas has the nations highest rate and highest number of uninsured ,0,1
5665,Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation the states all funds budget would be about 27 billion today not 60 billion ,0,1
5666,McCain s energy plan is a single answer proposition new domestic oil drilling ,1,5
5667,Before this federal health care law was enacted Florida parents were able to purchase inexpensive child only coverage for their children The laws consumer protections have now eliminated that choice in Florida ,1,4
5668,Says there are more federal dollars in Gov John Kasichs budget plan than in the previous state budget ,0,3
5669,This Congressadjourned earliest of any time in congressional history before an election ,1,4
5670,Forty six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much ,1,4
5671,Challenger Tim Tuggey is a lobbyist who donated over 41 000 to Democrats who support abortion and same sex marriage ,0,3
5672,Congressman Nye voted against a bill which would have defunded the 5 10 billion the IRS needed toimplement health care legislation ,1,4
5673,In contrast to President Barack Obama who is not acting presidential President Ronald Reagan would never go into the Oval Office without his jacket on thats how much he revered the presidency ,0,3
5674,The sequester is not something that Ive proposed It is something that Congress has proposed ,0,3
5675,Over 32 000 people die from GunViolence every year Yet The U S Centers for Disease Control and Prevention is banned from researching ways to prevent this ,0,1
5676,President Obamas education solution includes an effort to nationalize curriculum ,0,3
5677,The cap and trade bill before Congress prevents you from selling your home without the permission of the EPA administrator ,1,5
5678,Greece has a GDP the size of the Dallas Fort Worth Metroplex ,0,0
5679,Says David Dewhurst skipped nine candidate forums after announcing his U S Senate candidacy ,0,1
5680,The American people say dont touch Social Security dont touch Medicare dont cut defense Thats 84 percent of the federal budget ,0,1
5681,Trey Radel does not even qualify to drive a Lee County school bus at this point yet he occupies a seat in Congress ,0,0
5682,Many of the great scholars say that anchor babies are not covered by the 14th Amendment ,0,2
5683,On the Trans Pacific Partnership ,1,4
5684, Obama s Ten Point Plan to Change The Second Amendment Ban the manufacture sale and possession of handguns ,1,4
5685,Texans spend 2 5 billion gambling in our neighboring states every year ,0,1
5686,Texas has outstripped the national poverty rate since at least 1959 ,0,1
5687,Weve had Muslims in America since George Washington ,0,0
5688,Says Bernie Sanders opposes requiring all children to have a K 12 education ,1,4
5689,As Alaskas attorney general U S Senate candidate Dan Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground ,1,4
5690,To abide by Environmental Protection Agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle ,0,3
5691,Says his political opponents brought 100 000 protesters into our state ,1,4
5692,Rural schools face the highest dropout rates the lowest college enrollment rates have the lowest average teacher salaries ,0,2
5693,How do Jeb Bush and Donald Trump differ on immigration Spoiler alert They dont ,0,3
5694,The White House promised us that all the spending would keep unemployment under 8 percent ,0,3
5695,Says Mike Gallaghers plan would cut Social Security benefits for two thirds of seniors ,0,2
5696,Alaska Sens Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together ,0,1
5697,Texas 2 in nation for new gun purchases behind California ,1,4
5698, Productivity has risen 18 percent yet wages have stayed flat There are 5 million more people in poverty here in our country than there were in 2000 ,0,0
5699,The president gave the auto companies to the UAW ,1,4
5700,The richest 80 people in the world own more wealth than the bottom half of the global population ,0,1
5701,In the 1970s the swine flu broke out under another Democrat President Jimmy Carter ,1,5
5702,Earth has not warmed for the last 17 years ,0,3
5703, Gov Palin is somebody who actually doesn t believe that climate change is man made ,0,1
5704,Even the employees union for the IRS the very people in charge of enforcing this law are begging to be let out from under this law ,0,3
5705,While Act 10 allowed Milwaukee County to save some money it was millions short of what we needed to fill the hole left by the 28 million cut in state aid ,0,2
